IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms)
109.107.137.56,37316,443,true,NRT,Asia Pacific,JP,Tokyo,83
141.147.185.196,587,443,true,NRT,Asia Pacific,JP,Tokyo,83
54.248.121.219,443,443,true,NRT,Asia Pacific,JP,Tokyo,83
54.199.222.232,443,443,true,NRT,Asia Pacific,JP,Tokyo,83
3.112.21.102,443,443,true,NRT,Asia Pacific,JP,Tokyo,83
150.230.204.21,10243,443,true,NRT,Asia Pacific,JP,Tokyo,84
13.230.34.30,443,443,true,NRT,Asia Pacific,JP,Tokyo,84
150.230.206.237,9710,443,true,NRT,Asia Pacific,JP,Tokyo,85
158.101.141.253,443,443,true,NRT,Asia Pacific,JP,Tokyo,85
152.70.101.24,16040,443,true,NRT,Asia Pacific,JP,Tokyo,86
47.79.35.89,443,443,true,NRT,Asia Pacific,JP,Tokyo,86
123.108.70.29,443,443,true,NRT,Asia Pacific,JP,Tokyo,87
158.101.86.170,443,443,true,NRT,Asia Pacific,JP,Tokyo,87
176.119.150.174,10000,443,true,NRT,Asia Pacific,JP,Tokyo,87
43.163.219.136,443,443,true,NRT,Asia Pacific,JP,Tokyo,87
152.70.101.24,16667,443,true,NRT,Asia Pacific,JP,Tokyo,89
152.70.101.24,16063,443,true,NRT,Asia Pacific,JP,Tokyo,90
47.79.35.80,443,443,true,NRT,Asia Pacific,JP,Tokyo,90
52.197.230.94,443,443,true,NRT,Asia Pacific,JP,Tokyo,91
152.70.101.24,16038,443,true,NRT,Asia Pacific,JP,Tokyo,92
43.167.169.111,8443,443,true,NRT,Asia Pacific,JP,Tokyo,93
3.113.64.82,443,443,true,NRT,Asia Pacific,JP,Tokyo,96
20.243.85.49,10443,443,true,NRT,Asia Pacific,JP,Tokyo,112
52.155.122.3,443,443,true,NRT,Asia Pacific,JP,Tokyo,115
124.80.43.124,10051,443,true,NRT,Asia Pacific,JP,Tokyo,168
82.163.16.69,8080,443,true,NRT,Asia Pacific,JP,Tokyo,182
82.163.16.229,26803,443,true,NRT,Asia Pacific,JP,Tokyo,278
123.57.222.190,80,80,false,SIN,Asia Pacific,SG,Singapore,56
13.250.14.76,443,443,true,SIN,Asia Pacific,SG,Singapore,59
52.74.101.26,443,443,true,SIN,Asia Pacific,SG,Singapore,62
52.220.205.101,9997,443,true,SIN,Asia Pacific,SG,Singapore,65
47.236.181.185,8443,443,true,SIN,Asia Pacific,SG,Singapore,65
13.250.38.94,443,443,true,SIN,Asia Pacific,SG,Singapore,66
8.222.183.37,443,443,true,SIN,Asia Pacific,SG,Singapore,67
152.69.210.245,2053,443,true,SIN,Asia Pacific,SG,Singapore,67
13.229.72.179,42235,443,true,SIN,Asia Pacific,SG,Singapore,68
8.219.126.137,491,443,true,SIN,Asia Pacific,SG,Singapore,68
47.236.252.30,587,443,true,SIN,Asia Pacific,SG,Singapore,69
47.236.10.243,443,443,true,SIN,Asia Pacific,SG,Singapore,69
52.187.74.27,2222,2087,true,SIN,Asia Pacific,SG,Singapore,71
8.219.125.48,443,443,true,SIN,Asia Pacific,SG,Singapore,71
8.222.132.249,10036,443,true,SIN,Asia Pacific,SG,Singapore,72
8.222.206.187,443,443,true,SIN,Asia Pacific,SG,Singapore,73
8.222.213.91,587,443,true,SIN,Asia Pacific,SG,Singapore,73
13.228.155.72,443,443,true,SIN,Asia Pacific,SG,Singapore,73
8.222.234.182,587,443,true,SIN,Asia Pacific,SG,Singapore,74
168.138.165.174,443,443,true,SIN,Asia Pacific,SG,Singapore,74
8.222.253.251,443,443,true,SIN,Asia Pacific,SG,Singapore,75
3.0.160.105,443,443,true,SIN,Asia Pacific,SG,Singapore,75
13.229.159.215,443,443,true,SIN,Asia Pacific,SG,Singapore,75
8.222.247.126,443,443,true,SIN,Asia Pacific,SG,Singapore,77
123.57.212.240,80,80,false,SIN,Asia Pacific,SG,Singapore,77
54.251.227.43,443,443,true,SIN,Asia Pacific,SG,Singapore,86
8.219.173.148,443,443,true,SIN,Asia Pacific,SG,Singapore,109
150.230.192.173,443,443,true,SIN,Asia Pacific,SG,Singapore,111
8.219.133.61,443,443,true,SIN,Asia Pacific,SG,Singapore,112
8.219.170.232,443,443,true,SIN,Asia Pacific,SG,Singapore,113
43.216.228.247,443,443,true,SIN,Asia Pacific,SG,Singapore,117
8.219.222.174,443,443,true,SIN,Asia Pacific,SG,Singapore,117
158.101.84.81,443,443,true,SIN,Asia Pacific,SG,Singapore,124
134.185.105.123,443,443,true,SIN,Asia Pacific,SG,Singapore,130
158.180.83.24,443,443,true,SIN,Asia Pacific,SG,Singapore,133
158.180.85.128,443,443,true,SIN,Asia Pacific,SG,Singapore,135
144.24.95.183,443,443,true,SIN,Asia Pacific,SG,Singapore,135
158.179.171.122,443,443,true,SIN,Asia Pacific,SG,Singapore,135
129.154.56.164,443,443,true,SIN,Asia Pacific,SG,Singapore,138
129.154.54.89,443,443,true,SIN,Asia Pacific,SG,Singapore,143
158.180.67.97,443,443,true,SIN,Asia Pacific,SG,Singapore,143
129.154.222.92,443,443,true,SIN,Asia Pacific,SG,Singapore,146
193.123.226.115,443,443,true,SIN,Asia Pacific,SG,Singapore,149
129.226.150.167,443,443,true,SIN,Asia Pacific,SG,Singapore,201
43.128.95.110,40029,443,true,SIN,Asia Pacific,SG,Singapore,202
150.109.24.233,6666,443,true,SIN,Asia Pacific,SG,Singapore,207
150.109.94.144,8900,443,true,SIN,Asia Pacific,SG,Singapore,207
43.156.253.94,443,443,true,SIN,Asia Pacific,SG,Singapore,208
47.245.123.215,443,443,true,SIN,Asia Pacific,SG,Singapore,211
47.245.115.150,443,443,true,SIN,Asia Pacific,SG,Singapore,217
152.70.104.121,443,443,true,SIN,Asia Pacific,SG,Singapore,231
47.76.89.195,48222,443,true,TPE,Asia Pacific,TW,Taipei,32
47.239.84.123,587,443,true,SJC,North America,US,San Jose,36
35.194.136.11,12346,443,true,TPE,Asia Pacific,TW,Taipei,184
83.147.13.199,80,80,false,TPE,Asia Pacific,TW,Taipei,288
37.128.252.113,31141,443,true,TPE,Asia Pacific,TW,Taipei,299
