IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms)
218.155.40.141,12419,443,True,FUK,Asia Pacific,JP,Fukuoka,122
221.158.4.230,12346,80,False,FUK,Asia Pacific,JP,Fukuoka,123
61.83.191.70,18013,80,False,FUK,Asia Pacific,JP,Fukuoka,124
183.104.82.130,14147,443,True,FUK,Asia Pacific,JP,Fukuoka,124
220.85.254.226,12277,443,True,FUK,Asia Pacific,JP,Fukuoka,124
125.136.51.42,12426,443,True,FUK,Asia Pacific,JP,Fukuoka,124
121.131.179.202,12547,443,True,FUK,Asia Pacific,JP,Fukuoka,124
121.178.203.170,10205,443,True,FUK,Asia Pacific,JP,Fukuoka,125
222.104.118.235,12205,443,True,FUK,Asia Pacific,JP,Fukuoka,125
121.191.9.243,27105,443,True,FUK,Asia Pacific,JP,Fukuoka,126
121.163.189.187,12168,80,False,FUK,Asia Pacific,JP,Fukuoka,126
121.169.143.219,12160,80,False,FUK,Asia Pacific,JP,Fukuoka,126
121.160.141.47,10035,80,False,FUK,Asia Pacific,JP,Fukuoka,126
119.203.153.186,35322,80,False,FUK,Asia Pacific,JP,Fukuoka,126
119.201.54.183,12416,443,True,FUK,Asia Pacific,JP,Fukuoka,126
119.193.12.243,36505,443,True,FUK,Asia Pacific,JP,Fukuoka,126
220.125.10.22,16074,443,True,FUK,Asia Pacific,JP,Fukuoka,126
61.82.242.222,12541,443,True,FUK,Asia Pacific,JP,Fukuoka,126
121.128.161.235,20010,443,True,FUK,Asia Pacific,JP,Fukuoka,127
121.178.203.170,21308,443,True,FUK,Asia Pacific,JP,Fukuoka,127
121.178.57.158,22609,443,True,FUK,Asia Pacific,JP,Fukuoka,127
121.175.182.146,10256,8443,True,FUK,Asia Pacific,JP,Fukuoka,127
220.126.11.89,12537,443,True,FUK,Asia Pacific,JP,Fukuoka,127
121.183.37.184,12237,443,True,FUK,Asia Pacific,JP,Fukuoka,128
121.170.249.21,21328,80,False,FUK,Asia Pacific,JP,Fukuoka,129
220.89.88.209,12506,443,True,FUK,Asia Pacific,JP,Fukuoka,130
121.131.32.160,12150,443,True,FUK,Asia Pacific,JP,Fukuoka,131
121.128.137.21,35524,443,True,FUK,Asia Pacific,JP,Fukuoka,131
175.209.70.183,20894,80,False,FUK,Asia Pacific,JP,Fukuoka,131
169.212.19.242,12258,443,True,FUK,Asia Pacific,JP,Fukuoka,132
121.155.242.190,16098,80,False,FUK,Asia Pacific,JP,Fukuoka,132
121.146.126.247,12541,443,True,FUK,Asia Pacific,JP,Fukuoka,133
175.208.25.75,12420,443,True,FUK,Asia Pacific,JP,Fukuoka,133
121.129.79.208,11288,443,True,FUK,Asia Pacific,JP,Fukuoka,133
61.72.176.10,12310,443,True,FUK,Asia Pacific,JP,Fukuoka,134
14.32.158.138,12153,443,True,FUK,Asia Pacific,JP,Fukuoka,135
221.154.63.17,30005,443,True,FUK,Asia Pacific,JP,Fukuoka,135
175.201.21.227,10943,443,True,FUK,Asia Pacific,JP,Fukuoka,136
121.160.70.160,12084,443,True,FUK,Asia Pacific,JP,Fukuoka,138
119.196.243.164,12362,443,True,FUK,Asia Pacific,JP,Fukuoka,139
221.158.163.251,16403,443,True,FUK,Asia Pacific,JP,Fukuoka,140
220.120.172.116,30106,443,True,FUK,Asia Pacific,JP,Fukuoka,140
211.55.101.37,12261,443,True,FUK,Asia Pacific,JP,Fukuoka,140
14.56.54.62,14147,443,True,FUK,Asia Pacific,JP,Fukuoka,141
61.83.185.188,12544,443,True,FUK,Asia Pacific,JP,Fukuoka,141
169.211.205.20,12173,443,True,FUK,Asia Pacific,JP,Fukuoka,144
121.144.133.84,12352,443,True,FUK,Asia Pacific,JP,Fukuoka,145
119.195.231.68,10049,443,True,FUK,Asia Pacific,JP,Fukuoka,148
121.172.164.106,12546,443,True,FUK,Asia Pacific,JP,Fukuoka,148
175.207.220.139,20184,443,True,FUK,Asia Pacific,JP,Fukuoka,150
183.98.186.160,10021,443,True,FUK,Asia Pacific,JP,Fukuoka,160
211.222.113.80,16030,443,True,FUK,Asia Pacific,JP,Fukuoka,165
222.104.20.22,25105,443,True,FUK,Asia Pacific,JP,Fukuoka,172
221.165.101.194,12400,443,True,FUK,Asia Pacific,JP,Fukuoka,178
183.99.179.42,12256,443,True,FUK,Asia Pacific,JP,Fukuoka,196
121.151.114.96,20512,443,True,FUK,Asia Pacific,JP,Fukuoka,206
221.160.74.103,12269,443,True,FUK,Asia Pacific,JP,Fukuoka,224
14.39.160.106,12556,443,True,FUK,Asia Pacific,JP,Fukuoka,237
47.76.76.61,587,443,True,HKG,Asia Pacific,HK,Hong Kong,8
43.155.71.120,3388,443,True,HKG,Asia Pacific,HK,Hong Kong,9
8.218.152.147,587,443,True,HKG,Asia Pacific,HK,Hong Kong,10
47.76.218.163,443,443,True,HKG,Asia Pacific,HK,Hong Kong,11
47.239.1.168,443,443,True,HKG,Asia Pacific,HK,Hong Kong,11
8.210.213.159,587,443,True,HKG,Asia Pacific,HK,Hong Kong,11
47.76.215.14,587,443,True,HKG,Asia Pacific,HK,Hong Kong,11
47.76.35.146,80,443,True,HKG,Asia Pacific,HK,Hong Kong,12
47.238.66.74,587,443,True,HKG,Asia Pacific,HK,Hong Kong,12
8.210.142.146,12346,443,True,HKG,Asia Pacific,HK,Hong Kong,13
8.217.244.253,587,443,True,HKG,Asia Pacific,HK,Hong Kong,13
47.243.254.159,587,443,True,HKG,Asia Pacific,HK,Hong Kong,13
154.64.251.19,443,443,True,HKG,Asia Pacific,HK,Hong Kong,14
47.76.130.197,60001,443,True,HKG,Asia Pacific,HK,Hong Kong,15
47.238.211.186,587,443,True,HKG,Asia Pacific,HK,Hong Kong,15
165.154.43.92,35184,443,True,HKG,Asia Pacific,HK,Hong Kong,15
47.243.138.97,587,443,True,HKG,Asia Pacific,HK,Hong Kong,15
47.76.62.98,587,443,True,HKG,Asia Pacific,HK,Hong Kong,16
47.239.229.165,1024,443,True,HKG,Asia Pacific,HK,Hong Kong,16
8.218.110.219,8443,443,True,HKG,Asia Pacific,HK,Hong Kong,16
47.242.66.212,8444,443,True,HKG,Asia Pacific,HK,Hong Kong,16
43.155.71.120,548,443,True,HKG,Asia Pacific,HK,Hong Kong,16
47.83.16.118,36622,80,False,HKG,Asia Pacific,HK,Hong Kong,17
124.156.129.206,6666,443,True,HKG,Asia Pacific,HK,Hong Kong,18
47.242.25.137,30700,443,True,HKG,Asia Pacific,HK,Hong Kong,18
47.76.104.12,587,443,True,HKG,Asia Pacific,HK,Hong Kong,18
47.242.209.195,587,443,True,HKG,Asia Pacific,HK,Hong Kong,19
8.212.44.95,443,443,True,HKG,Asia Pacific,HK,Hong Kong,20
43.155.71.120,448,443,True,HKG,Asia Pacific,HK,Hong Kong,20
8.210.96.197,12902,443,True,HKG,Asia Pacific,HK,Hong Kong,20
8.210.250.122,11443,443,True,HKG,Asia Pacific,HK,Hong Kong,21
210.6.2.232,11211,443,True,HKG,Asia Pacific,HK,Hong Kong,21
47.239.231.62,7443,443,True,HKG,Asia Pacific,HK,Hong Kong,22
8.223.15.4,443,443,True,HKG,Asia Pacific,HK,Hong Kong,23
47.242.145.136,8001,2083,True,HKG,Asia Pacific,HK,Hong Kong,23
47.76.245.221,587,443,True,HKG,Asia Pacific,HK,Hong Kong,23
128.1.132.82,443,443,True,HKG,Asia Pacific,HK,Hong Kong,25
8.212.48.236,443,443,True,HKG,Asia Pacific,HK,Hong Kong,27
38.38.251.220,443,443,True,HKG,Asia Pacific,HK,Hong Kong,69
103.30.76.210,444,443,True,HKG,Asia Pacific,HK,Hong Kong,75
206.237.22.91,449,443,True,HKG,Asia Pacific,HK,Hong Kong,89
154.88.31.66,587,443,True,HKG,Asia Pacific,HK,Hong Kong,101
206.237.22.91,548,443,True,HKG,Asia Pacific,HK,Hong Kong,110
103.148.72.147,1443,443,True,HKG,Asia Pacific,HK,Hong Kong,111
103.30.76.216,2053,2086,False,HKG,Asia Pacific,HK,Hong Kong,115
138.2.113.148,888,80,False,HKG,Asia Pacific,HK,Hong Kong,137
103.30.76.216,2083,2086,False,HKG,Asia Pacific,HK,Hong Kong,147
103.30.76.216,2087,2086,False,HKG,Asia Pacific,HK,Hong Kong,148
38.207.129.34,35333,443,True,HKG,Asia Pacific,HK,Hong Kong,172
141.11.149.66,8080,443,True,HKG,Asia Pacific,HK,Hong Kong,177
206.237.1.59,11563,443,True,HKG,Asia Pacific,HK,Hong Kong,249
219.76.176.105,12329,443,True,HKG,Asia Pacific,HK,Hong Kong,322
219.76.176.105,39001,443,True,HKG,Asia Pacific,HK,Hong Kong,325
219.76.176.105,12506,443,True,HKG,Asia Pacific,HK,Hong Kong,342
219.76.13.166,443,443,True,HKG,Asia Pacific,HK,Hong Kong,420
219.76.176.105,12203,443,True,HKG,Asia Pacific,HK,Hong Kong,448
45.93.31.108,443,443,True,ICN,Asia Pacific,KR,Seoul,50
220.93.18.15,50003,443,True,ICN,Asia Pacific,KR,Seoul,53
125.139.107.37,50000,443,True,ICN,Asia Pacific,KR,Seoul,53
59.11.50.246,50000,443,True,ICN,Asia Pacific,KR,Seoul,55
175.198.138.31,12234,443,True,ICN,Asia Pacific,KR,Seoul,55
222.119.103.142,50000,443,True,ICN,Asia Pacific,KR,Seoul,56
220.92.22.170,12136,443,True,ICN,Asia Pacific,KR,Seoul,56
222.108.171.19,50000,443,True,ICN,Asia Pacific,KR,Seoul,56
125.134.183.238,39622,443,True,ICN,Asia Pacific,KR,Seoul,57
59.30.203.246,50000,443,True,ICN,Asia Pacific,KR,Seoul,57
14.38.164.139,50003,443,True,ICN,Asia Pacific,KR,Seoul,57
222.107.236.137,19080,443,True,ICN,Asia Pacific,KR,Seoul,57
14.52.26.97,50000,443,True,ICN,Asia Pacific,KR,Seoul,58
128.134.248.33,50000,443,True,ICN,Asia Pacific,KR,Seoul,58
59.25.215.87,50000,443,True,ICN,Asia Pacific,KR,Seoul,58
222.108.94.228,50000,443,True,ICN,Asia Pacific,KR,Seoul,58
59.28.147.70,38922,443,True,ICN,Asia Pacific,KR,Seoul,58
14.53.118.210,50000,443,True,ICN,Asia Pacific,KR,Seoul,58
125.142.160.57,12122,443,True,ICN,Asia Pacific,KR,Seoul,58
112.162.110.48,30120,443,True,ICN,Asia Pacific,KR,Seoul,58
125.134.109.149,10181,443,True,ICN,Asia Pacific,KR,Seoul,58
59.13.140.14,10024,443,True,ICN,Asia Pacific,KR,Seoul,58
125.132.168.97,50000,443,True,ICN,Asia Pacific,KR,Seoul,58
211.198.26.197,50000,443,True,ICN,Asia Pacific,KR,Seoul,59
222.97.84.129,35554,443,True,ICN,Asia Pacific,KR,Seoul,59
222.120.236.184,20440,443,True,ICN,Asia Pacific,KR,Seoul,60
112.162.165.168,16082,443,True,ICN,Asia Pacific,KR,Seoul,61
222.101.225.72,50001,443,True,ICN,Asia Pacific,KR,Seoul,61
14.34.197.204,50000,443,True,ICN,Asia Pacific,KR,Seoul,61
222.97.85.212,16053,443,True,ICN,Asia Pacific,KR,Seoul,61
211.197.155.29,12233,443,True,ICN,Asia Pacific,KR,Seoul,62
222.121.90.26,20880,443,True,ICN,Asia Pacific,KR,Seoul,63
59.10.193.231,50000,443,True,ICN,Asia Pacific,KR,Seoul,63
59.24.231.230,50000,443,True,ICN,Asia Pacific,KR,Seoul,63
59.26.208.19,36022,443,True,ICN,Asia Pacific,KR,Seoul,63
112.184.209.63,11602,443,True,ICN,Asia Pacific,KR,Seoul,63
222.98.230.107,50000,443,True,ICN,Asia Pacific,KR,Seoul,63
222.99.42.20,50001,443,True,ICN,Asia Pacific,KR,Seoul,64
112.184.45.203,30106,443,True,ICN,Asia Pacific,KR,Seoul,64
14.55.225.142,50000,443,True,ICN,Asia Pacific,KR,Seoul,65
112.187.164.131,12150,443,True,ICN,Asia Pacific,KR,Seoul,65
222.105.146.163,16888,443,True,ICN,Asia Pacific,KR,Seoul,66
112.162.70.172,50000,443,True,ICN,Asia Pacific,KR,Seoul,66
112.184.45.203,50000,443,True,ICN,Asia Pacific,KR,Seoul,66
222.100.158.229,12284,443,True,ICN,Asia Pacific,KR,Seoul,67
14.51.88.234,30468,443,True,ICN,Asia Pacific,KR,Seoul,67
222.105.146.163,12321,443,True,ICN,Asia Pacific,KR,Seoul,68
112.160.4.111,39422,443,True,ICN,Asia Pacific,KR,Seoul,69
125.140.23.103,50000,443,True,ICN,Asia Pacific,KR,Seoul,70
113.60.219.196,50003,443,True,ICN,Asia Pacific,KR,Seoul,72
121.160.135.116,12389,443,True,ICN,Asia Pacific,KR,Seoul,72
222.105.47.120,10393,443,True,ICN,Asia Pacific,KR,Seoul,72
124.80.65.153,12437,443,True,ICN,Asia Pacific,KR,Seoul,72
175.195.119.155,15831,443,True,ICN,Asia Pacific,KR,Seoul,73
112.185.128.56,25105,443,True,ICN,Asia Pacific,KR,Seoul,73
125.136.51.42,37215,443,True,ICN,Asia Pacific,KR,Seoul,74
211.54.54.174,12241,443,True,ICN,Asia Pacific,KR,Seoul,74
61.84.3.94,50000,443,True,ICN,Asia Pacific,KR,Seoul,74
121.137.115.31,50000,443,True,ICN,Asia Pacific,KR,Seoul,74
211.184.141.26,50000,443,True,ICN,Asia Pacific,KR,Seoul,74
121.160.137.82,30027,443,True,ICN,Asia Pacific,KR,Seoul,74
121.128.161.235,12366,443,True,ICN,Asia Pacific,KR,Seoul,74
112.160.102.173,50000,443,True,ICN,Asia Pacific,KR,Seoul,75
121.140.147.37,50000,443,True,ICN,Asia Pacific,KR,Seoul,75
221.165.212.251,10000,443,True,ICN,Asia Pacific,KR,Seoul,75
121.130.24.109,40005,80,False,ICN,Asia Pacific,KR,Seoul,75
118.39.60.167,50000,443,True,ICN,Asia Pacific,KR,Seoul,75
115.22.37.41,50000,443,True,ICN,Asia Pacific,KR,Seoul,75
221.153.233.104,40005,80,False,ICN,Asia Pacific,KR,Seoul,75
121.165.5.187,10015,443,True,ICN,Asia Pacific,KR,Seoul,76
121.167.146.253,12902,443,True,ICN,Asia Pacific,KR,Seoul,76
220.118.230.91,50000,443,True,ICN,Asia Pacific,KR,Seoul,76
221.154.230.189,10032,443,True,ICN,Asia Pacific,KR,Seoul,76
61.76.246.10,12446,443,True,ICN,Asia Pacific,KR,Seoul,76
121.131.107.242,12125,443,True,ICN,Asia Pacific,KR,Seoul,76
221.151.152.135,11111,443,True,ICN,Asia Pacific,KR,Seoul,76
125.136.51.42,12243,443,True,ICN,Asia Pacific,KR,Seoul,76
211.199.226.149,50000,443,True,ICN,Asia Pacific,KR,Seoul,76
222.108.125.18,50000,443,True,ICN,Asia Pacific,KR,Seoul,77
211.197.155.29,12468,443,True,ICN,Asia Pacific,KR,Seoul,77
210.183.11.2,50000,443,True,ICN,Asia Pacific,KR,Seoul,77
218.159.236.206,50000,443,True,ICN,Asia Pacific,KR,Seoul,77
175.210.244.76,20325,443,True,ICN,Asia Pacific,KR,Seoul,77
118.33.29.229,50000,443,True,ICN,Asia Pacific,KR,Seoul,77
183.103.7.125,12286,443,True,ICN,Asia Pacific,KR,Seoul,77
121.161.162.156,12365,443,True,ICN,Asia Pacific,KR,Seoul,77
121.158.57.44,50000,443,True,ICN,Asia Pacific,KR,Seoul,77
175.208.183.136,50000,443,True,ICN,Asia Pacific,KR,Seoul,77
183.98.116.50,20010,443,True,ICN,Asia Pacific,KR,Seoul,77
121.183.156.194,50000,443,True,ICN,Asia Pacific,KR,Seoul,77
118.40.67.50,40005,80,False,ICN,Asia Pacific,KR,Seoul,78
59.30.137.253,12426,443,True,ICN,Asia Pacific,KR,Seoul,78
175.204.194.186,21236,443,True,ICN,Asia Pacific,KR,Seoul,78
14.32.158.138,38122,443,True,ICN,Asia Pacific,KR,Seoul,78
128.134.103.208,50000,443,True,ICN,Asia Pacific,KR,Seoul,78
211.251.24.166,18081,443,True,ICN,Asia Pacific,KR,Seoul,78
183.107.163.3,12432,443,True,ICN,Asia Pacific,KR,Seoul,78
221.165.212.251,14896,443,True,ICN,Asia Pacific,KR,Seoul,78
211.197.155.29,18105,443,True,ICN,Asia Pacific,KR,Seoul,78
121.169.140.190,21500,443,True,ICN,Asia Pacific,KR,Seoul,78
221.150.72.11,40005,80,False,ICN,Asia Pacific,KR,Seoul,78
211.104.80.91,13082,443,True,ICN,Asia Pacific,KR,Seoul,78
210.121.224.79,50000,443,True,ICN,Asia Pacific,KR,Seoul,79
220.76.142.231,31337,443,True,ICN,Asia Pacific,KR,Seoul,79
175.200.106.91,50003,443,True,ICN,Asia Pacific,KR,Seoul,79
112.162.200.89,12339,443,True,ICN,Asia Pacific,KR,Seoul,79
121.151.114.96,50000,443,True,ICN,Asia Pacific,KR,Seoul,79
211.248.59.31,21303,443,True,ICN,Asia Pacific,KR,Seoul,79
218.147.120.55,11084,443,True,ICN,Asia Pacific,KR,Seoul,79
220.75.186.189,50003,443,True,ICN,Asia Pacific,KR,Seoul,79
221.144.200.91,12295,443,True,ICN,Asia Pacific,KR,Seoul,79
218.145.234.206,21309,443,True,ICN,Asia Pacific,KR,Seoul,79
14.44.44.241,11111,443,True,ICN,Asia Pacific,KR,Seoul,79
221.156.180.102,12441,443,True,ICN,Asia Pacific,KR,Seoul,79
14.48.60.221,12229,443,True,ICN,Asia Pacific,KR,Seoul,79
59.18.208.224,10393,443,True,ICN,Asia Pacific,KR,Seoul,79
175.212.209.66,50000,443,True,ICN,Asia Pacific,KR,Seoul,80
112.164.36.134,50000,443,True,ICN,Asia Pacific,KR,Seoul,80
14.56.203.111,50000,443,True,ICN,Asia Pacific,KR,Seoul,80
183.108.34.248,12534,443,True,ICN,Asia Pacific,KR,Seoul,80
118.45.9.162,40005,80,False,ICN,Asia Pacific,KR,Seoul,80
118.40.208.174,12233,443,True,ICN,Asia Pacific,KR,Seoul,80
112.186.163.26,17773,443,True,ICN,Asia Pacific,KR,Seoul,80
119.202.217.30,50000,443,True,ICN,Asia Pacific,KR,Seoul,80
121.181.132.45,12325,443,True,ICN,Asia Pacific,KR,Seoul,80
175.209.223.109,20010,443,True,ICN,Asia Pacific,KR,Seoul,80
118.46.37.203,50000,443,True,ICN,Asia Pacific,KR,Seoul,80
119.204.231.172,50009,443,True,ICN,Asia Pacific,KR,Seoul,80
121.132.234.242,12524,443,True,ICN,Asia Pacific,KR,Seoul,80
220.95.94.14,12366,443,True,ICN,Asia Pacific,KR,Seoul,80
112.187.147.71,16085,443,True,ICN,Asia Pacific,KR,Seoul,80
14.51.44.179,12354,443,True,ICN,Asia Pacific,KR,Seoul,80
14.50.28.105,50000,443,True,ICN,Asia Pacific,KR,Seoul,81
210.217.9.130,37722,443,True,ICN,Asia Pacific,KR,Seoul,81
220.123.176.252,50000,443,True,ICN,Asia Pacific,KR,Seoul,81
119.204.199.18,50003,443,True,ICN,Asia Pacific,KR,Seoul,81
59.2.198.250,50000,443,True,ICN,Asia Pacific,KR,Seoul,81
121.172.164.106,20060,443,True,ICN,Asia Pacific,KR,Seoul,81
222.120.196.136,10934,443,True,ICN,Asia Pacific,KR,Seoul,81
221.150.96.18,21325,443,True,ICN,Asia Pacific,KR,Seoul,81
119.195.29.31,12485,443,True,ICN,Asia Pacific,KR,Seoul,81
121.132.181.149,11007,443,True,ICN,Asia Pacific,KR,Seoul,81
112.185.128.56,12419,443,True,ICN,Asia Pacific,KR,Seoul,81
125.139.48.108,10205,443,True,ICN,Asia Pacific,KR,Seoul,81
220.127.134.32,20000,443,True,ICN,Asia Pacific,KR,Seoul,81
121.176.15.93,50022,443,True,ICN,Asia Pacific,KR,Seoul,82
112.185.8.226,12123,443,True,ICN,Asia Pacific,KR,Seoul,82
210.95.134.220,50000,443,True,ICN,Asia Pacific,KR,Seoul,82
220.78.118.50,12216,443,True,ICN,Asia Pacific,KR,Seoul,82
121.170.249.21,21100,443,True,ICN,Asia Pacific,KR,Seoul,82
175.215.54.80,39822,443,True,ICN,Asia Pacific,KR,Seoul,82
112.166.178.119,40005,80,False,ICN,Asia Pacific,KR,Seoul,82
221.162.211.29,16012,443,True,ICN,Asia Pacific,KR,Seoul,82
121.141.36.55,12331,443,True,ICN,Asia Pacific,KR,Seoul,82
121.130.138.102,12231,443,True,ICN,Asia Pacific,KR,Seoul,82
121.132.40.71,38222,443,True,ICN,Asia Pacific,KR,Seoul,82
220.90.241.159,50000,443,True,ICN,Asia Pacific,KR,Seoul,82
59.11.226.28,18112,443,True,ICN,Asia Pacific,KR,Seoul,82
119.206.43.48,50000,443,True,ICN,Asia Pacific,KR,Seoul,82
14.45.166.92,50000,443,True,ICN,Asia Pacific,KR,Seoul,83
20.196.67.30,22222,443,True,ICN,Asia Pacific,KR,Seoul,83
210.222.30.180,12103,443,True,ICN,Asia Pacific,KR,Seoul,83
112.162.27.11,12381,443,True,ICN,Asia Pacific,KR,Seoul,83
61.83.80.253,50000,443,True,ICN,Asia Pacific,KR,Seoul,83
119.207.99.81,30021,443,True,ICN,Asia Pacific,KR,Seoul,83
118.45.9.162,50000,443,True,ICN,Asia Pacific,KR,Seoul,83
61.72.115.195,12527,443,True,ICN,Asia Pacific,KR,Seoul,83
59.26.182.46,12104,443,True,ICN,Asia Pacific,KR,Seoul,83
121.186.197.169,10023,443,True,ICN,Asia Pacific,KR,Seoul,83
222.104.170.102,50000,443,True,ICN,Asia Pacific,KR,Seoul,83
121.181.132.45,18075,443,True,ICN,Asia Pacific,KR,Seoul,83
220.83.230.102,40005,80,False,ICN,Asia Pacific,KR,Seoul,83
211.193.36.238,16017,443,True,ICN,Asia Pacific,KR,Seoul,83
220.89.23.192,12567,443,True,ICN,Asia Pacific,KR,Seoul,83
112.187.164.131,12473,443,True,ICN,Asia Pacific,KR,Seoul,84
183.102.27.216,50000,443,True,ICN,Asia Pacific,KR,Seoul,84
121.128.161.235,30010,443,True,ICN,Asia Pacific,KR,Seoul,84
183.108.207.49,50000,443,True,ICN,Asia Pacific,KR,Seoul,84
220.89.230.125,40005,80,False,ICN,Asia Pacific,KR,Seoul,84
14.54.26.190,39122,443,True,ICN,Asia Pacific,KR,Seoul,84
112.162.96.184,12272,443,True,ICN,Asia Pacific,KR,Seoul,84
211.198.26.197,12170,443,True,ICN,Asia Pacific,KR,Seoul,84
121.151.79.187,50000,443,True,ICN,Asia Pacific,KR,Seoul,85
121.186.197.169,30050,443,True,ICN,Asia Pacific,KR,Seoul,85
175.201.32.170,17182,443,True,ICN,Asia Pacific,KR,Seoul,85
211.114.112.103,18014,443,True,ICN,Asia Pacific,KR,Seoul,85
220.116.16.129,40005,80,False,ICN,Asia Pacific,KR,Seoul,85
211.114.112.103,10017,443,True,ICN,Asia Pacific,KR,Seoul,85
220.71.216.216,12511,443,True,ICN,Asia Pacific,KR,Seoul,85
220.85.122.216,12503,443,True,ICN,Asia Pacific,KR,Seoul,85
121.132.40.71,20880,443,True,ICN,Asia Pacific,KR,Seoul,85
222.118.253.96,11300,443,True,ICN,Asia Pacific,KR,Seoul,85
220.122.202.79,12214,443,True,ICN,Asia Pacific,KR,Seoul,85
118.34.162.30,12560,443,True,ICN,Asia Pacific,KR,Seoul,85
119.200.76.236,11920,443,True,ICN,Asia Pacific,KR,Seoul,86
118.35.73.147,16102,443,True,ICN,Asia Pacific,KR,Seoul,86
121.151.76.146,50004,443,True,ICN,Asia Pacific,KR,Seoul,86
218.146.234.188,11112,443,True,ICN,Asia Pacific,KR,Seoul,86
169.212.19.242,32746,443,True,ICN,Asia Pacific,KR,Seoul,86
121.174.189.131,50000,443,True,ICN,Asia Pacific,KR,Seoul,86
121.170.249.21,12358,443,True,ICN,Asia Pacific,KR,Seoul,86
112.187.89.16,11681,443,True,ICN,Asia Pacific,KR,Seoul,87
121.156.155.161,12411,443,True,ICN,Asia Pacific,KR,Seoul,87
118.41.28.45,50004,443,True,ICN,Asia Pacific,KR,Seoul,87
125.140.167.153,29984,443,True,ICN,Asia Pacific,KR,Seoul,87
211.218.156.35,50000,443,True,ICN,Asia Pacific,KR,Seoul,87
121.156.155.161,12196,443,True,ICN,Asia Pacific,KR,Seoul,87
183.105.151.175,10013,443,True,ICN,Asia Pacific,KR,Seoul,87
115.21.51.7,50005,443,True,ICN,Asia Pacific,KR,Seoul,87
220.80.11.79,12536,443,True,ICN,Asia Pacific,KR,Seoul,88
118.45.113.48,10002,443,True,ICN,Asia Pacific,KR,Seoul,88
121.135.60.219,12327,443,True,ICN,Asia Pacific,KR,Seoul,88
59.20.89.207,14026,443,True,ICN,Asia Pacific,KR,Seoul,88
14.43.153.129,50000,443,True,ICN,Asia Pacific,KR,Seoul,88
175.212.223.229,18015,443,True,ICN,Asia Pacific,KR,Seoul,88
121.157.174.140,50000,443,True,ICN,Asia Pacific,KR,Seoul,88
183.108.139.111,10935,443,True,ICN,Asia Pacific,KR,Seoul,88
211.230.64.93,11481,443,True,ICN,Asia Pacific,KR,Seoul,88
211.105.138.237,15503,443,True,ICN,Asia Pacific,KR,Seoul,89
175.202.81.32,50000,443,True,ICN,Asia Pacific,KR,Seoul,89
121.151.51.114,12280,443,True,ICN,Asia Pacific,KR,Seoul,89
119.201.195.135,15038,443,True,ICN,Asia Pacific,KR,Seoul,89
211.199.65.186,18029,443,True,ICN,Asia Pacific,KR,Seoul,89
175.211.154.200,32522,443,True,ICN,Asia Pacific,KR,Seoul,89
211.221.93.17,50000,443,True,ICN,Asia Pacific,KR,Seoul,89
220.93.35.19,50000,443,True,ICN,Asia Pacific,KR,Seoul,89
218.157.158.21,12152,443,True,ICN,Asia Pacific,KR,Seoul,90
119.195.231.68,21285,443,True,ICN,Asia Pacific,KR,Seoul,90
183.108.26.140,50000,443,True,ICN,Asia Pacific,KR,Seoul,90
220.73.75.74,18081,443,True,ICN,Asia Pacific,KR,Seoul,90
14.41.44.168,21275,443,True,ICN,Asia Pacific,KR,Seoul,90
218.144.49.230,12230,443,True,ICN,Asia Pacific,KR,Seoul,90
118.44.6.202,12178,443,True,ICN,Asia Pacific,KR,Seoul,91
59.1.172.186,12326,443,True,ICN,Asia Pacific,KR,Seoul,91
121.142.137.147,12247,443,True,ICN,Asia Pacific,KR,Seoul,91
121.164.75.109,12174,443,True,ICN,Asia Pacific,KR,Seoul,91
59.30.209.190,21315,443,True,ICN,Asia Pacific,KR,Seoul,91
183.105.224.204,38622,443,True,ICN,Asia Pacific,KR,Seoul,91
222.119.232.157,12187,443,True,ICN,Asia Pacific,KR,Seoul,91
59.1.22.30,40005,80,False,ICN,Asia Pacific,KR,Seoul,91
14.42.55.33,10443,443,True,ICN,Asia Pacific,KR,Seoul,91
14.43.147.54,12260,443,True,ICN,Asia Pacific,KR,Seoul,91
211.33.238.198,21276,443,True,ICN,Asia Pacific,KR,Seoul,91
218.145.234.206,20150,443,True,ICN,Asia Pacific,KR,Seoul,92
175.200.131.156,50000,443,True,ICN,Asia Pacific,KR,Seoul,92
221.159.9.76,50000,443,True,ICN,Asia Pacific,KR,Seoul,92
221.144.118.105,20082,443,True,ICN,Asia Pacific,KR,Seoul,92
221.159.153.20,50000,443,True,ICN,Asia Pacific,KR,Seoul,92
183.98.120.11,12550,443,True,ICN,Asia Pacific,KR,Seoul,93
218.150.189.108,18096,443,True,ICN,Asia Pacific,KR,Seoul,93
210.204.159.68,30021,443,True,ICN,Asia Pacific,KR,Seoul,93
175.201.220.169,18086,443,True,ICN,Asia Pacific,KR,Seoul,93
59.23.74.189,10081,443,True,ICN,Asia Pacific,KR,Seoul,94
183.99.183.135,50000,443,True,ICN,Asia Pacific,KR,Seoul,94
183.105.224.204,12144,443,True,ICN,Asia Pacific,KR,Seoul,94
61.79.62.78,19071,443,True,ICN,Asia Pacific,KR,Seoul,94
118.46.28.170,12204,443,True,ICN,Asia Pacific,KR,Seoul,95
