IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
210.105.150.15,12493,80,false,FUK,Asia Pacific,JP,Fukuoka,121,5.39
221.154.63.17,18052,443,true,FUK,Asia Pacific,JP,Fukuoka,157,5.00
121.139.47.94,21305,80,false,FUK,Asia Pacific,JP,Fukuoka,139,4.88
175.203.156.172,12438,443,true,FUK,Asia Pacific,JP,Fukuoka,133,4.69
221.144.200.91,33060,443,true,FUK,Asia Pacific,JP,Fukuoka,142,4.69
222.104.209.76,12490,80,false,FUK,Asia Pacific,JP,Fukuoka,120,4.59
121.182.150.197,12391,443,true,FUK,Asia Pacific,JP,Fukuoka,125,4.26
220.120.172.116,12272,443,true,FUK,Asia Pacific,JP,Fukuoka,152,4.24
121.175.182.146,20000,443,true,FUK,Asia Pacific,JP,Fukuoka,119,4.22
222.99.156.159,39922,443,true,FUK,Asia Pacific,JP,Fukuoka,129,4.22
121.178.230.168,16085,443,true,FUK,Asia Pacific,JP,Fukuoka,134,4.20
125.133.87.3,12503,443,true,FUK,Asia Pacific,JP,Fukuoka,129,4.17
119.202.158.65,21288,443,true,FUK,Asia Pacific,JP,Fukuoka,124,4.14
211.250.250.146,12284,443,true,FUK,Asia Pacific,JP,Fukuoka,122,4.08
112.172.166.56,19999,443,true,FUK,Asia Pacific,JP,Fukuoka,130,4.05
59.11.37.114,12129,443,true,FUK,Asia Pacific,JP,Fukuoka,131,4.05
14.42.67.174,14130,80,false,FUK,Asia Pacific,JP,Fukuoka,135,4.00
220.88.9.133,11180,443,true,FUK,Asia Pacific,JP,Fukuoka,147,4.00
14.32.158.138,11065,443,true,FUK,Asia Pacific,JP,Fukuoka,140,3.96
222.99.156.159,12256,443,true,FUK,Asia Pacific,JP,Fukuoka,141,3.96
121.175.63.10,32400,443,true,FUK,Asia Pacific,JP,Fukuoka,125,3.92
119.203.153.186,12119,443,true,FUK,Asia Pacific,JP,Fukuoka,134,3.92
222.104.23.36,23023,443,true,FUK,Asia Pacific,JP,Fukuoka,136,3.92
183.104.82.130,14101,443,true,FUK,Asia Pacific,JP,Fukuoka,132,3.91
112.187.59.195,12250,443,true,FUK,Asia Pacific,JP,Fukuoka,125,3.91
121.128.137.21,24084,443,true,FUK,Asia Pacific,JP,Fukuoka,124,3.90
59.22.80.192,12565,443,true,FUK,Asia Pacific,JP,Fukuoka,117,3.90
121.144.133.84,12352,443,true,FUK,Asia Pacific,JP,Fukuoka,139,3.89
14.35.67.245,12398,80,false,FUK,Asia Pacific,JP,Fukuoka,122,3.87
121.191.6.251,16061,443,true,FUK,Asia Pacific,JP,Fukuoka,131,3.86
210.126.67.51,20443,443,true,FUK,Asia Pacific,JP,Fukuoka,132,3.85
221.163.103.29,16028,80,false,FUK,Asia Pacific,JP,Fukuoka,146,3.84
220.126.11.89,12283,443,true,FUK,Asia Pacific,JP,Fukuoka,133,3.84
221.158.4.230,12019,443,true,FUK,Asia Pacific,JP,Fukuoka,142,3.78
119.203.153.186,12156,443,true,FUK,Asia Pacific,JP,Fukuoka,134,3.77
222.99.156.159,11434,443,true,FUK,Asia Pacific,JP,Fukuoka,141,3.76
175.208.184.55,16800,80,false,FUK,Asia Pacific,JP,Fukuoka,143,3.76
220.124.116.193,20060,80,false,FUK,Asia Pacific,JP,Fukuoka,125,3.75
220.89.23.192,12462,443,true,FUK,Asia Pacific,JP,Fukuoka,124,3.71
183.104.82.130,18556,443,true,FUK,Asia Pacific,JP,Fukuoka,126,3.71
121.188.14.81,21236,443,true,FUK,Asia Pacific,JP,Fukuoka,132,3.70
119.203.202.120,12467,443,true,FUK,Asia Pacific,JP,Fukuoka,143,3.68
222.104.240.250,11182,443,true,FUK,Asia Pacific,JP,Fukuoka,124,3.67
222.105.138.122,37622,80,false,FUK,Asia Pacific,JP,Fukuoka,146,3.67
112.184.33.140,12381,443,true,FUK,Asia Pacific,JP,Fukuoka,136,3.66
14.45.251.63,12176,443,true,FUK,Asia Pacific,JP,Fukuoka,128,3.65
221.148.219.205,12410,443,true,FUK,Asia Pacific,JP,Fukuoka,138,3.64
220.88.89.150,17770,443,true,FUK,Asia Pacific,JP,Fukuoka,135,3.63
112.172.166.56,19015,443,true,FUK,Asia Pacific,JP,Fukuoka,131,3.62
121.154.97.193,16402,443,true,FUK,Asia Pacific,JP,Fukuoka,137,3.62
210.97.30.213,21322,443,true,FUK,Asia Pacific,JP,Fukuoka,122,3.60
121.175.63.10,16026,443,true,FUK,Asia Pacific,JP,Fukuoka,126,3.60
211.184.24.184,12121,443,true,FUK,Asia Pacific,JP,Fukuoka,137,3.59
14.46.29.197,11288,443,true,FUK,Asia Pacific,JP,Fukuoka,118,3.58
175.203.9.28,12401,443,true,FUK,Asia Pacific,JP,Fukuoka,132,3.58
121.132.58.142,12579,80,false,FUK,Asia Pacific,JP,Fukuoka,137,3.57
118.41.71.28,11601,443,true,FUK,Asia Pacific,JP,Fukuoka,144,3.56
221.144.105.77,10045,80,false,FUK,Asia Pacific,JP,Fukuoka,125,3.54
112.187.59.195,12582,443,true,FUK,Asia Pacific,JP,Fukuoka,131,3.52
168.126.210.143,16021,443,true,FUK,Asia Pacific,JP,Fukuoka,141,3.51
175.198.138.31,35022,443,true,FUK,Asia Pacific,JP,Fukuoka,138,3.47
222.119.153.85,21261,80,false,FUK,Asia Pacific,JP,Fukuoka,125,3.46
211.218.207.149,18111,443,true,FUK,Asia Pacific,JP,Fukuoka,142,3.46
125.135.57.243,12237,443,true,FUK,Asia Pacific,JP,Fukuoka,134,3.46
119.196.243.164,12362,443,true,FUK,Asia Pacific,JP,Fukuoka,152,3.46
211.229.95.218,12493,443,true,FUK,Asia Pacific,JP,Fukuoka,122,3.45
121.174.200.92,12416,443,true,FUK,Asia Pacific,JP,Fukuoka,114,3.44
121.183.122.144,12318,443,true,FUK,Asia Pacific,JP,Fukuoka,126,3.42
121.175.182.146,20900,443,true,FUK,Asia Pacific,JP,Fukuoka,122,3.40
121.128.137.21,21254,443,true,FUK,Asia Pacific,JP,Fukuoka,136,3.34
211.199.127.208,18443,443,true,FUK,Asia Pacific,JP,Fukuoka,130,3.34
220.126.11.89,12394,443,true,FUK,Asia Pacific,JP,Fukuoka,128,3.33
222.113.18.206,18086,443,true,FUK,Asia Pacific,JP,Fukuoka,147,3.33
220.122.42.198,14900,80,false,FUK,Asia Pacific,JP,Fukuoka,144,3.33
121.132.58.142,12242,443,true,FUK,Asia Pacific,JP,Fukuoka,128,3.31
175.215.205.40,20107,443,true,FUK,Asia Pacific,JP,Fukuoka,130,3.31
222.104.240.250,10390,443,true,FUK,Asia Pacific,JP,Fukuoka,121,3.29
221.155.32.108,12452,443,true,FUK,Asia Pacific,JP,Fukuoka,133,3.29
61.80.81.59,27017,443,true,FUK,Asia Pacific,JP,Fukuoka,136,3.28
183.96.16.104,20800,80,false,FUK,Asia Pacific,JP,Fukuoka,224,3.28
121.188.14.81,18102,443,true,FUK,Asia Pacific,JP,Fukuoka,137,3.28
183.104.92.31,10200,443,true,FUK,Asia Pacific,JP,Fukuoka,127,3.27
222.104.240.250,12573,443,true,FUK,Asia Pacific,JP,Fukuoka,125,3.26
119.203.153.186,12201,443,true,FUK,Asia Pacific,JP,Fukuoka,128,3.25
222.104.23.36,12189,443,true,FUK,Asia Pacific,JP,Fukuoka,133,3.25
61.83.191.70,12314,443,true,FUK,Asia Pacific,JP,Fukuoka,149,3.24
175.215.154.208,37080,443,true,FUK,Asia Pacific,JP,Fukuoka,121,3.23
175.198.138.168,10013,443,true,FUK,Asia Pacific,JP,Fukuoka,137,3.21
125.130.105.60,12373,443,true,FUK,Asia Pacific,JP,Fukuoka,134,3.21
118.35.128.133,16041,443,true,FUK,Asia Pacific,JP,Fukuoka,131,3.21
118.42.233.191,20080,443,true,FUK,Asia Pacific,JP,Fukuoka,145,3.21
121.151.132.168,11000,443,true,FUK,Asia Pacific,JP,Fukuoka,134,3.20
222.118.156.65,10002,443,true,FUK,Asia Pacific,JP,Fukuoka,128,3.20
115.21.198.55,12277,443,true,FUK,Asia Pacific,JP,Fukuoka,140,3.18
14.57.129.244,12301,443,true,FUK,Asia Pacific,JP,Fukuoka,138,3.18
112.172.171.15,12138,443,true,FUK,Asia Pacific,JP,Fukuoka,134,3.17
210.183.86.82,10010,443,true,FUK,Asia Pacific,JP,Fukuoka,129,3.16
168.126.210.143,25105,443,true,FUK,Asia Pacific,JP,Fukuoka,150,3.14
211.105.226.50,12417,443,true,FUK,Asia Pacific,JP,Fukuoka,129,3.14
121.181.197.145,10048,443,true,FUK,Asia Pacific,JP,Fukuoka,123,3.13
121.147.142.233,25952,443,true,FUK,Asia Pacific,JP,Fukuoka,149,3.11
222.117.215.112,34322,443,true,FUK,Asia Pacific,JP,Fukuoka,148,3.10
112.162.110.48,16097,80,false,FUK,Asia Pacific,JP,Fukuoka,120,3.10
119.202.255.115,12380,443,true,FUK,Asia Pacific,JP,Fukuoka,120,3.09
121.144.128.145,12316,443,true,FUK,Asia Pacific,JP,Fukuoka,120,3.09
218.148.35.199,12321,443,true,FUK,Asia Pacific,JP,Fukuoka,133,3.09
210.217.9.130,12088,443,true,FUK,Asia Pacific,JP,Fukuoka,137,3.07
183.98.186.160,22022,443,true,FUK,Asia Pacific,JP,Fukuoka,149,3.03
203.243.50.83,12581,443,true,FUK,Asia Pacific,JP,Fukuoka,132,3.03
119.201.209.58,12504,443,true,FUK,Asia Pacific,JP,Fukuoka,130,3.02
183.98.186.160,32444,443,true,FUK,Asia Pacific,JP,Fukuoka,138,3.01
220.77.18.195,12369,443,true,FUK,Asia Pacific,JP,Fukuoka,145,3.01
112.185.162.7,16077,443,true,FUK,Asia Pacific,JP,Fukuoka,125,3.01
118.38.254.148,12402,443,true,FUK,Asia Pacific,JP,Fukuoka,116,3.01
59.31.235.90,12379,80,false,FUK,Asia Pacific,JP,Fukuoka,134,3.00
59.22.136.160,11601,443,true,FUK,Asia Pacific,JP,Fukuoka,119,2.99
118.34.215.97,17010,443,true,FUK,Asia Pacific,JP,Fukuoka,123,2.99
121.175.212.127,11211,443,true,FUK,Asia Pacific,JP,Fukuoka,121,2.98
210.223.64.192,12548,443,true,FUK,Asia Pacific,JP,Fukuoka,123,2.98
59.21.167.152,16060,443,true,FUK,Asia Pacific,JP,Fukuoka,133,2.96
121.155.2.239,20040,443,true,FUK,Asia Pacific,JP,Fukuoka,126,2.95
220.116.168.186,21249,443,true,FUK,Asia Pacific,JP,Fukuoka,124,2.94
125.140.145.188,18055,443,true,FUK,Asia Pacific,JP,Fukuoka,137,2.93
119.200.76.236,12243,443,true,FUK,Asia Pacific,JP,Fukuoka,124,2.92
125.136.51.42,12426,443,true,FUK,Asia Pacific,JP,Fukuoka,127,2.90
14.56.54.62,12339,80,false,FUK,Asia Pacific,JP,Fukuoka,142,2.90
175.208.10.145,20325,443,true,FUK,Asia Pacific,JP,Fukuoka,124,2.90
121.173.93.124,12436,80,false,FUK,Asia Pacific,JP,Fukuoka,131,2.90
218.149.60.76,22345,443,true,FUK,Asia Pacific,JP,Fukuoka,122,2.89
119.194.230.206,12573,80,false,FUK,Asia Pacific,JP,Fukuoka,151,2.89
222.99.156.159,30700,443,true,FUK,Asia Pacific,JP,Fukuoka,132,2.88
14.54.4.192,12115,443,true,FUK,Asia Pacific,JP,Fukuoka,139,2.88
61.83.53.20,21299,443,true,FUK,Asia Pacific,JP,Fukuoka,123,2.88
221.159.70.170,21256,443,true,FUK,Asia Pacific,JP,Fukuoka,134,2.86
14.56.226.68,12202,443,true,FUK,Asia Pacific,JP,Fukuoka,130,2.86
183.98.186.160,22000,443,true,FUK,Asia Pacific,JP,Fukuoka,133,2.85
169.211.205.20,12173,443,true,FUK,Asia Pacific,JP,Fukuoka,134,2.84
211.227.97.113,21310,443,true,FUK,Asia Pacific,JP,Fukuoka,129,2.84
121.179.49.60,12111,443,true,FUK,Asia Pacific,JP,Fukuoka,127,2.83
14.43.108.144,18068,443,true,FUK,Asia Pacific,JP,Fukuoka,126,2.81
112.165.86.48,12217,443,true,FUK,Asia Pacific,JP,Fukuoka,128,2.81
121.175.63.10,22403,443,true,FUK,Asia Pacific,JP,Fukuoka,116,2.80
211.223.113.134,12194,443,true,FUK,Asia Pacific,JP,Fukuoka,129,2.80
211.248.92.78,10033,443,true,FUK,Asia Pacific,JP,Fukuoka,124,2.79
121.163.243.185,21243,443,true,FUK,Asia Pacific,JP,Fukuoka,140,2.78
121.128.161.235,10480,443,true,FUK,Asia Pacific,JP,Fukuoka,150,2.78
14.32.158.138,12150,443,true,FUK,Asia Pacific,JP,Fukuoka,137,2.76
183.109.207.36,18108,443,true,FUK,Asia Pacific,JP,Fukuoka,131,2.76
14.35.82.154,17772,443,true,FUK,Asia Pacific,JP,Fukuoka,139,2.76
112.187.59.195,12341,443,true,FUK,Asia Pacific,JP,Fukuoka,134,2.76
211.218.242.52,21247,443,true,FUK,Asia Pacific,JP,Fukuoka,143,2.75
119.201.71.177,12245,443,true,FUK,Asia Pacific,JP,Fukuoka,119,2.74
175.207.187.218,12549,443,true,FUK,Asia Pacific,JP,Fukuoka,133,2.73
218.155.92.59,12340,443,true,FUK,Asia Pacific,JP,Fukuoka,137,2.72
221.152.48.69,21291,443,true,FUK,Asia Pacific,JP,Fukuoka,119,2.72
59.23.155.196,10397,443,true,FUK,Asia Pacific,JP,Fukuoka,122,2.71
14.54.143.224,12167,443,true,FUK,Asia Pacific,JP,Fukuoka,135,2.71
121.177.205.241,21935,443,true,FUK,Asia Pacific,JP,Fukuoka,129,2.71
222.99.156.159,12408,443,true,FUK,Asia Pacific,JP,Fukuoka,146,2.70
221.148.237.239,10936,443,true,FUK,Asia Pacific,JP,Fukuoka,129,2.69
218.153.122.205,16316,443,true,FUK,Asia Pacific,JP,Fukuoka,153,2.68
121.168.61.156,17070,443,true,FUK,Asia Pacific,JP,Fukuoka,138,2.68
61.80.135.3,10390,443,true,FUK,Asia Pacific,JP,Fukuoka,134,2.65
14.36.181.53,18059,443,true,FUK,Asia Pacific,JP,Fukuoka,133,2.65
121.151.82.205,21281,443,true,FUK,Asia Pacific,JP,Fukuoka,124,2.65
218.155.92.59,11401,443,true,FUK,Asia Pacific,JP,Fukuoka,134,2.64
59.16.75.225,19016,443,true,FUK,Asia Pacific,JP,Fukuoka,135,2.63
125.140.167.153,10250,443,true,FUK,Asia Pacific,JP,Fukuoka,136,2.63
211.184.24.184,12302,443,true,FUK,Asia Pacific,JP,Fukuoka,128,2.63
211.218.242.52,12615,443,true,FUK,Asia Pacific,JP,Fukuoka,146,2.63
220.86.117.70,12443,443,true,FUK,Asia Pacific,JP,Fukuoka,133,2.62
211.185.68.95,12424,443,true,FUK,Asia Pacific,JP,Fukuoka,132,2.61
221.158.4.230,12346,80,false,FUK,Asia Pacific,JP,Fukuoka,126,2.61
59.24.101.212,10380,443,true,FUK,Asia Pacific,JP,Fukuoka,129,2.61
222.121.94.210,12277,443,true,FUK,Asia Pacific,JP,Fukuoka,144,2.60
121.128.161.235,10000,443,true,FUK,Asia Pacific,JP,Fukuoka,147,2.59
211.227.97.113,35822,443,true,FUK,Asia Pacific,JP,Fukuoka,130,2.59
119.193.164.144,30083,443,true,FUK,Asia Pacific,JP,Fukuoka,166,2.58
14.39.101.195,20082,443,true,FUK,Asia Pacific,JP,Fukuoka,149,2.57
59.3.146.117,16992,443,true,FUK,Asia Pacific,JP,Fukuoka,131,2.56
14.39.160.106,12224,443,true,FUK,Asia Pacific,JP,Fukuoka,151,2.54
220.122.114.249,11602,443,true,FUK,Asia Pacific,JP,Fukuoka,134,2.54
210.101.111.224,13443,443,true,FUK,Asia Pacific,JP,Fukuoka,135,2.53
112.164.53.216,24084,443,true,FUK,Asia Pacific,JP,Fukuoka,139,2.52
175.215.154.208,12148,443,true,FUK,Asia Pacific,JP,Fukuoka,126,2.52
175.215.154.208,12478,443,true,FUK,Asia Pacific,JP,Fukuoka,121,2.52
112.164.53.216,36722,443,true,FUK,Asia Pacific,JP,Fukuoka,133,2.51
221.146.49.122,12479,443,true,FUK,Asia Pacific,JP,Fukuoka,131,2.50
211.225.156.77,18181,443,true,FUK,Asia Pacific,JP,Fukuoka,133,2.50
183.104.82.130,14147,443,true,FUK,Asia Pacific,JP,Fukuoka,132,2.50
175.205.164.6,16054,443,true,FUK,Asia Pacific,JP,Fukuoka,131,2.48
118.34.79.84,34922,443,true,FUK,Asia Pacific,JP,Fukuoka,147,2.48
119.194.79.217,31337,443,true,FUK,Asia Pacific,JP,Fukuoka,170,2.47
119.193.12.243,21249,443,true,FUK,Asia Pacific,JP,Fukuoka,178,2.47
59.6.178.149,12186,443,true,FUK,Asia Pacific,JP,Fukuoka,133,2.46
121.179.172.72,19071,443,true,FUK,Asia Pacific,JP,Fukuoka,135,2.46
221.144.200.91,12205,443,true,FUK,Asia Pacific,JP,Fukuoka,144,2.46
211.55.101.37,12261,443,true,FUK,Asia Pacific,JP,Fukuoka,138,2.46
121.181.132.45,18049,443,true,FUK,Asia Pacific,JP,Fukuoka,125,2.45
202.30.19.4,12459,443,true,FUK,Asia Pacific,JP,Fukuoka,133,2.45
175.198.138.31,21312,443,true,FUK,Asia Pacific,JP,Fukuoka,134,2.44
59.21.227.150,14900,443,true,FUK,Asia Pacific,JP,Fukuoka,125,2.43
14.39.160.106,14407,443,true,FUK,Asia Pacific,JP,Fukuoka,146,2.42
211.225.156.77,16073,443,true,FUK,Asia Pacific,JP,Fukuoka,149,2.42
119.193.12.243,12430,443,true,FUK,Asia Pacific,JP,Fukuoka,155,2.42
118.35.128.133,16047,443,true,FUK,Asia Pacific,JP,Fukuoka,162,2.42
121.181.132.45,10037,443,true,FUK,Asia Pacific,JP,Fukuoka,122,2.41
121.175.182.146,10256,8443,true,FUK,Asia Pacific,JP,Fukuoka,123,2.41
169.211.205.20,10027,443,true,FUK,Asia Pacific,JP,Fukuoka,132,2.41
125.130.86.162,12120,443,true,FUK,Asia Pacific,JP,Fukuoka,134,2.41
121.168.61.156,16096,443,true,FUK,Asia Pacific,JP,Fukuoka,137,2.40
218.144.184.196,12541,443,true,FUK,Asia Pacific,JP,Fukuoka,123,2.40
112.165.97.220,12346,443,true,FUK,Asia Pacific,JP,Fukuoka,116,2.38
183.106.217.167,21278,443,true,FUK,Asia Pacific,JP,Fukuoka,132,2.37
61.76.234.29,16800,443,true,FUK,Asia Pacific,JP,Fukuoka,123,2.37
222.121.86.236,15831,443,true,FUK,Asia Pacific,JP,Fukuoka,135,2.37
183.106.185.231,10090,443,true,FUK,Asia Pacific,JP,Fukuoka,115,2.36
125.140.167.153,35422,443,true,FUK,Asia Pacific,JP,Fukuoka,132,2.35
121.163.189.187,12168,80,false,FUK,Asia Pacific,JP,Fukuoka,142,2.34
121.132.58.142,18106,443,true,FUK,Asia Pacific,JP,Fukuoka,135,2.34
59.22.136.160,12222,443,true,FUK,Asia Pacific,JP,Fukuoka,129,2.34
118.43.214.55,11288,443,true,FUK,Asia Pacific,JP,Fukuoka,154,2.34
112.165.41.122,16071,443,true,FUK,Asia Pacific,JP,Fukuoka,122,2.34
112.187.59.195,23082,443,true,FUK,Asia Pacific,JP,Fukuoka,126,2.33
125.135.123.97,12504,443,true,FUK,Asia Pacific,JP,Fukuoka,116,2.33
59.25.212.18,21269,443,true,FUK,Asia Pacific,JP,Fukuoka,132,2.33
59.25.174.242,16030,443,true,FUK,Asia Pacific,JP,Fukuoka,126,2.31
112.187.59.195,12281,443,true,FUK,Asia Pacific,JP,Fukuoka,125,2.30
121.147.142.233,18007,443,true,FUK,Asia Pacific,JP,Fukuoka,145,2.29
221.165.212.251,30025,443,true,FUK,Asia Pacific,JP,Fukuoka,128,2.28
118.40.189.179,11480,443,true,FUK,Asia Pacific,JP,Fukuoka,135,2.28
220.89.88.209,12506,443,true,FUK,Asia Pacific,JP,Fukuoka,138,2.28
121.136.151.174,11184,443,true,FUK,Asia Pacific,JP,Fukuoka,149,2.27
59.30.209.190,18113,443,true,FUK,Asia Pacific,JP,Fukuoka,147,2.27
121.163.116.208,10443,443,true,FUK,Asia Pacific,JP,Fukuoka,145,2.27
121.167.57.237,18008,443,true,FUK,Asia Pacific,JP,Fukuoka,129,2.27
221.165.128.234,12134,443,true,FUK,Asia Pacific,JP,Fukuoka,128,2.26
121.175.158.112,12226,443,true,FUK,Asia Pacific,JP,Fukuoka,133,2.25
121.166.98.53,12285,443,true,FUK,Asia Pacific,JP,Fukuoka,133,2.25
14.43.108.144,12438,443,true,FUK,Asia Pacific,JP,Fukuoka,111,2.25
211.33.238.198,21321,443,true,FUK,Asia Pacific,JP,Fukuoka,138,2.24
220.124.116.193,23084,443,true,FUK,Asia Pacific,JP,Fukuoka,134,2.23
210.123.51.149,32102,443,true,FUK,Asia Pacific,JP,Fukuoka,132,2.22
220.81.190.141,18102,443,true,FUK,Asia Pacific,JP,Fukuoka,127,2.22
121.163.116.208,17010,443,true,FUK,Asia Pacific,JP,Fukuoka,141,2.22
119.203.153.186,35322,80,false,FUK,Asia Pacific,JP,Fukuoka,133,2.22
14.47.11.69,10009,443,true,FUK,Asia Pacific,JP,Fukuoka,145,2.21
119.193.12.243,10025,443,true,FUK,Asia Pacific,JP,Fukuoka,161,2.21
220.126.11.89,12505,443,true,FUK,Asia Pacific,JP,Fukuoka,127,2.21
121.176.166.69,12395,443,true,FUK,Asia Pacific,JP,Fukuoka,125,2.21
121.163.116.208,21001,443,true,FUK,Asia Pacific,JP,Fukuoka,143,2.21
211.252.100.154,32400,443,true,FUK,Asia Pacific,JP,Fukuoka,143,2.20
211.196.165.217,10065,443,true,FUK,Asia Pacific,JP,Fukuoka,117,2.19
112.162.200.89,12280,443,true,FUK,Asia Pacific,JP,Fukuoka,136,2.18
121.143.125.229,12354,443,true,FUK,Asia Pacific,JP,Fukuoka,132,2.18
218.158.90.204,12141,443,true,FUK,Asia Pacific,JP,Fukuoka,130,2.17
115.23.123.5,12530,443,true,FUK,Asia Pacific,JP,Fukuoka,135,2.16
121.154.55.34,12390,443,true,FUK,Asia Pacific,JP,Fukuoka,122,2.14
218.148.32.222,12155,443,true,FUK,Asia Pacific,JP,Fukuoka,140,2.14
175.193.47.239,18051,443,true,FUK,Asia Pacific,JP,Fukuoka,129,2.13
119.193.12.243,11110,443,true,FUK,Asia Pacific,JP,Fukuoka,157,2.13
121.162.14.67,12417,443,true,FUK,Asia Pacific,JP,Fukuoka,132,2.13
119.193.12.243,12317,443,true,FUK,Asia Pacific,JP,Fukuoka,191,2.12
175.201.21.227,12283,443,true,FUK,Asia Pacific,JP,Fukuoka,141,2.12
112.170.72.87,10016,443,true,FUK,Asia Pacific,JP,Fukuoka,136,2.11
59.19.185.150,12231,443,true,FUK,Asia Pacific,JP,Fukuoka,118,2.11
59.2.226.242,12551,443,true,FUK,Asia Pacific,JP,Fukuoka,131,2.11
121.132.58.142,30112,443,true,FUK,Asia Pacific,JP,Fukuoka,141,2.10
175.201.21.227,14104,443,true,FUK,Asia Pacific,JP,Fukuoka,140,2.10
59.8.19.164,12375,443,true,FUK,Asia Pacific,JP,Fukuoka,147,2.09
121.183.90.210,12159,443,true,FUK,Asia Pacific,JP,Fukuoka,132,2.09
211.236.108.202,10081,443,true,FUK,Asia Pacific,JP,Fukuoka,135,2.09
59.30.32.240,12396,443,true,FUK,Asia Pacific,JP,Fukuoka,139,2.05
14.33.50.29,12123,443,true,FUK,Asia Pacific,JP,Fukuoka,128,2.05
220.76.70.226,12323,443,true,FUK,Asia Pacific,JP,Fukuoka,127,2.05
119.195.196.173,12056,443,true,FUK,Asia Pacific,JP,Fukuoka,162,2.05
210.95.54.54,35554,80,false,FUK,Asia Pacific,JP,Fukuoka,129,2.04
211.55.238.121,18014,443,true,FUK,Asia Pacific,JP,Fukuoka,133,2.04
61.72.176.10,21515,443,true,FUK,Asia Pacific,JP,Fukuoka,133,2.04
119.201.161.141,12251,443,true,FUK,Asia Pacific,JP,Fukuoka,125,2.04
61.85.1.77,12150,443,true,FUK,Asia Pacific,JP,Fukuoka,147,2.03
218.159.144.108,36522,443,true,FUK,Asia Pacific,JP,Fukuoka,131,2.02
121.132.58.142,18026,443,true,FUK,Asia Pacific,JP,Fukuoka,150,2.02
175.211.254.77,12476,443,true,FUK,Asia Pacific,JP,Fukuoka,124,2.02
61.84.78.175,12121,443,true,FUK,Asia Pacific,JP,Fukuoka,143,2.01
218.159.143.212,12082,443,true,FUK,Asia Pacific,JP,Fukuoka,146,2.01
121.140.60.173,21235,80,false,FUK,Asia Pacific,JP,Fukuoka,140,2.00
61.74.161.20,12490,443,true,FUK,Asia Pacific,JP,Fukuoka,156,2.00
175.203.156.172,12274,443,true,FUK,Asia Pacific,JP,Fukuoka,152,1.99
118.44.65.96,11481,443,true,FUK,Asia Pacific,JP,Fukuoka,144,1.98
61.77.117.139,35522,443,true,FUK,Asia Pacific,JP,Fukuoka,139,1.98
14.34.173.234,16047,443,true,FUK,Asia Pacific,JP,Fukuoka,131,1.98
220.85.254.226,28015,443,true,FUK,Asia Pacific,JP,Fukuoka,147,1.97
220.77.107.150,18071,443,true,FUK,Asia Pacific,JP,Fukuoka,118,1.97
121.152.121.93,12180,8443,true,FUK,Asia Pacific,JP,Fukuoka,127,1.96
119.193.12.243,10390,443,true,FUK,Asia Pacific,JP,Fukuoka,151,1.94
119.193.12.243,12270,443,true,FUK,Asia Pacific,JP,Fukuoka,156,1.92
222.104.209.76,36722,443,true,FUK,Asia Pacific,JP,Fukuoka,122,1.92
222.108.106.148,16012,443,true,FUK,Asia Pacific,JP,Fukuoka,137,1.92
14.49.179.60,12261,443,true,FUK,Asia Pacific,JP,Fukuoka,131,1.91
121.151.114.96,20512,443,true,FUK,Asia Pacific,JP,Fukuoka,127,1.91
220.83.67.160,12101,443,true,FUK,Asia Pacific,JP,Fukuoka,132,1.91
222.117.169.58,12356,80,false,FUK,Asia Pacific,JP,Fukuoka,133,1.89
203.243.50.83,39122,443,true,FUK,Asia Pacific,JP,Fukuoka,128,1.89
118.41.202.31,12374,443,true,FUK,Asia Pacific,JP,Fukuoka,129,1.88
121.131.179.202,18077,80,false,FUK,Asia Pacific,JP,Fukuoka,152,1.86
119.202.158.65,12296,443,true,FUK,Asia Pacific,JP,Fukuoka,125,1.85
14.36.181.53,16020,443,true,FUK,Asia Pacific,JP,Fukuoka,141,1.85
175.215.154.208,12357,443,true,FUK,Asia Pacific,JP,Fukuoka,127,1.84
211.194.201.60,12531,443,true,FUK,Asia Pacific,JP,Fukuoka,130,1.84
121.165.24.126,36501,443,true,FUK,Asia Pacific,JP,Fukuoka,139,1.82
119.207.99.81,39722,443,true,FUK,Asia Pacific,JP,Fukuoka,133,1.81
221.147.119.6,14330,443,true,FUK,Asia Pacific,JP,Fukuoka,144,1.80
175.215.205.40,16800,443,true,FUK,Asia Pacific,JP,Fukuoka,119,1.78
119.195.196.173,12534,443,true,FUK,Asia Pacific,JP,Fukuoka,153,1.77
59.4.14.206,12518,443,true,FUK,Asia Pacific,JP,Fukuoka,139,1.77
211.217.31.160,12582,443,true,FUK,Asia Pacific,JP,Fukuoka,138,1.76
119.193.12.243,12286,443,true,FUK,Asia Pacific,JP,Fukuoka,171,1.76
168.126.210.143,33622,443,true,FUK,Asia Pacific,JP,Fukuoka,139,1.76
115.21.250.238,12151,443,true,FUK,Asia Pacific,JP,Fukuoka,131,1.74
112.164.34.209,16831,443,true,FUK,Asia Pacific,JP,Fukuoka,135,1.70
121.132.58.142,10026,443,true,FUK,Asia Pacific,JP,Fukuoka,138,1.70
59.0.66.191,12545,443,true,FUK,Asia Pacific,JP,Fukuoka,128,1.69
112.164.53.216,36422,443,true,FUK,Asia Pacific,JP,Fukuoka,129,1.68
