IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
61.84.74.108,50000,443,true,ICN,Asia Pacific,KR,Seoul,120,1.99
118.42.9.31,12214,443,true,ICN,Asia Pacific,KR,Seoul,121,1.99
183.104.92.31,11084,443,true,ICN,Asia Pacific,KR,Seoul,124,1.99
121.130.194.96,12367,443,true,ICN,Asia Pacific,KR,Seoul,119,1.99
59.31.45.52,50000,443,true,ICN,Asia Pacific,KR,Seoul,126,1.98
222.108.171.19,50000,443,true,ICN,Asia Pacific,KR,Seoul,118,1.98
59.28.131.112,12381,443,true,ICN,Asia Pacific,KR,Seoul,126,1.98
183.98.120.11,12550,443,true,ICN,Asia Pacific,KR,Seoul,139,1.98
183.103.209.143,10011,443,true,ICN,Asia Pacific,KR,Seoul,124,1.98
211.230.118.106,12289,443,true,ICN,Asia Pacific,KR,Seoul,128,1.98
121.157.255.220,50000,443,true,ICN,Asia Pacific,KR,Seoul,119,1.98
121.128.161.235,16992,443,true,ICN,Asia Pacific,KR,Seoul,132,1.97
121.154.2.209,24442,443,true,ICN,Asia Pacific,KR,Seoul,134,1.97
220.120.220.112,50000,443,true,ICN,Asia Pacific,KR,Seoul,117,1.97
112.162.128.170,40005,80,false,ICN,Asia Pacific,KR,Seoul,130,1.97
118.34.182.50,12581,443,true,ICN,Asia Pacific,KR,Seoul,116,1.97
121.179.158.247,50000,443,true,ICN,Asia Pacific,KR,Seoul,137,1.97
14.34.228.40,12235,443,true,ICN,Asia Pacific,KR,Seoul,123,1.97
211.220.52.226,50000,443,true,ICN,Asia Pacific,KR,Seoul,118,1.97
220.83.230.102,40005,80,false,ICN,Asia Pacific,KR,Seoul,135,1.96
221.163.106.93,50000,443,true,ICN,Asia Pacific,KR,Seoul,120,1.96
121.128.161.235,10201,443,true,ICN,Asia Pacific,KR,Seoul,141,1.96
220.122.114.61,35004,443,true,ICN,Asia Pacific,KR,Seoul,124,1.96
59.2.229.69,12485,443,true,ICN,Asia Pacific,KR,Seoul,122,1.95
121.190.81.4,40005,80,false,ICN,Asia Pacific,KR,Seoul,130,1.94
210.178.233.37,18058,443,true,ICN,Asia Pacific,KR,Seoul,123,1.94
59.26.140.23,12374,443,true,ICN,Asia Pacific,KR,Seoul,137,1.94
221.152.7.191,10022,443,true,ICN,Asia Pacific,KR,Seoul,129,1.94
175.212.27.19,50003,443,true,ICN,Asia Pacific,KR,Seoul,122,1.94
221.152.7.191,12365,443,true,ICN,Asia Pacific,KR,Seoul,132,1.94
121.132.24.233,50000,443,true,ICN,Asia Pacific,KR,Seoul,122,1.94
222.97.154.107,50000,443,true,ICN,Asia Pacific,KR,Seoul,126,1.94
175.202.71.225,50000,443,true,ICN,Asia Pacific,KR,Seoul,125,1.93
121.159.41.93,50000,443,true,ICN,Asia Pacific,KR,Seoul,118,1.93
175.207.201.57,50000,443,true,ICN,Asia Pacific,KR,Seoul,141,1.93
121.135.81.139,50000,443,true,ICN,Asia Pacific,KR,Seoul,129,1.92
14.39.43.121,10051,443,true,ICN,Asia Pacific,KR,Seoul,122,1.92
112.185.132.6,50000,443,true,ICN,Asia Pacific,KR,Seoul,132,1.92
121.169.173.210,50000,443,true,ICN,Asia Pacific,KR,Seoul,134,1.92
211.46.87.81,50000,443,true,ICN,Asia Pacific,KR,Seoul,114,1.92
218.154.199.38,50000,443,true,ICN,Asia Pacific,KR,Seoul,136,1.91
220.124.158.10,50000,443,true,ICN,Asia Pacific,KR,Seoul,124,1.91
121.128.161.235,39522,443,true,ICN,Asia Pacific,KR,Seoul,127,1.91
220.118.153.222,10255,443,true,ICN,Asia Pacific,KR,Seoul,144,1.91
211.114.180.156,21240,443,true,ICN,Asia Pacific,KR,Seoul,134,1.90
175.206.13.151,16992,443,true,ICN,Asia Pacific,KR,Seoul,122,1.90
118.41.71.28,36982,443,true,ICN,Asia Pacific,KR,Seoul,135,1.89
211.218.80.236,50000,443,true,ICN,Asia Pacific,KR,Seoul,141,1.89
211.197.101.150,32303,443,true,ICN,Asia Pacific,KR,Seoul,137,1.89
112.165.52.204,50000,443,true,ICN,Asia Pacific,KR,Seoul,126,1.89
211.197.74.63,50000,443,true,ICN,Asia Pacific,KR,Seoul,124,1.88
59.30.34.64,50000,443,true,ICN,Asia Pacific,KR,Seoul,127,1.88
125.141.54.180,16030,443,true,ICN,Asia Pacific,KR,Seoul,127,1.88
119.200.93.101,12483,443,true,ICN,Asia Pacific,KR,Seoul,132,1.88
175.201.21.227,12494,443,true,ICN,Asia Pacific,KR,Seoul,126,1.88
14.52.26.97,50004,443,true,ICN,Asia Pacific,KR,Seoul,120,1.87
183.99.145.212,50000,443,true,ICN,Asia Pacific,KR,Seoul,123,1.87
121.185.174.67,50000,443,true,ICN,Asia Pacific,KR,Seoul,130,1.87
218.159.207.176,50000,443,true,ICN,Asia Pacific,KR,Seoul,133,1.87
183.96.133.118,50004,443,true,ICN,Asia Pacific,KR,Seoul,122,1.86
121.171.82.130,40005,80,false,ICN,Asia Pacific,KR,Seoul,117,1.86
14.47.230.29,21253,443,true,ICN,Asia Pacific,KR,Seoul,124,1.86
14.32.85.141,50000,443,true,ICN,Asia Pacific,KR,Seoul,117,1.86
118.32.22.94,50000,443,true,ICN,Asia Pacific,KR,Seoul,130,1.86
125.140.167.153,17100,443,true,ICN,Asia Pacific,KR,Seoul,125,1.85
175.203.70.157,50003,443,true,ICN,Asia Pacific,KR,Seoul,123,1.85
220.87.229.80,50000,443,true,ICN,Asia Pacific,KR,Seoul,122,1.85
222.118.239.20,50009,443,true,ICN,Asia Pacific,KR,Seoul,121,1.85
121.174.123.188,50000,443,true,ICN,Asia Pacific,KR,Seoul,125,1.84
175.195.223.247,50000,443,true,ICN,Asia Pacific,KR,Seoul,115,1.84
112.165.17.199,50022,443,true,ICN,Asia Pacific,KR,Seoul,119,1.84
175.199.122.173,50000,443,true,ICN,Asia Pacific,KR,Seoul,119,1.84
112.162.110.48,30120,443,true,ICN,Asia Pacific,KR,Seoul,128,1.83
218.152.153.20,18012,443,true,ICN,Asia Pacific,KR,Seoul,126,1.83
211.38.109.252,50000,443,true,ICN,Asia Pacific,KR,Seoul,122,1.83
14.35.82.154,10390,443,true,ICN,Asia Pacific,KR,Seoul,145,1.82
121.145.245.158,16311,443,true,ICN,Asia Pacific,KR,Seoul,127,1.82
125.140.24.243,50001,443,true,ICN,Asia Pacific,KR,Seoul,130,1.82
14.39.43.121,16041,443,true,ICN,Asia Pacific,KR,Seoul,124,1.82
121.149.208.174,16037,443,true,ICN,Asia Pacific,KR,Seoul,121,1.81
118.37.1.230,12565,443,true,ICN,Asia Pacific,KR,Seoul,131,1.81
221.160.205.90,50000,443,true,ICN,Asia Pacific,KR,Seoul,118,1.81
221.151.132.137,18102,443,true,ICN,Asia Pacific,KR,Seoul,118,1.80
14.63.94.194,50000,443,true,ICN,Asia Pacific,KR,Seoul,122,1.80
168.126.111.126,50000,443,true,ICN,Asia Pacific,KR,Seoul,118,1.80
125.138.228.85,50000,443,true,ICN,Asia Pacific,KR,Seoul,119,1.80
220.95.20.1,12454,443,true,ICN,Asia Pacific,KR,Seoul,124,1.80
175.193.127.197,50003,443,true,ICN,Asia Pacific,KR,Seoul,123,1.79
175.215.175.175,50003,443,true,ICN,Asia Pacific,KR,Seoul,120,1.79
222.113.39.207,40005,80,false,ICN,Asia Pacific,KR,Seoul,120,1.79
59.24.113.228,50000,443,true,ICN,Asia Pacific,KR,Seoul,122,1.78
61.77.152.143,50000,443,true,ICN,Asia Pacific,KR,Seoul,120,1.78
210.99.193.74,50000,443,true,ICN,Asia Pacific,KR,Seoul,131,1.78
175.200.159.205,50009,443,true,ICN,Asia Pacific,KR,Seoul,122,1.78
59.15.149.216,12239,443,true,ICN,Asia Pacific,KR,Seoul,131,1.78
121.153.45.186,18004,443,true,ICN,Asia Pacific,KR,Seoul,139,1.78
121.187.116.10,50000,443,true,ICN,Asia Pacific,KR,Seoul,134,1.78
121.187.173.201,12203,443,true,ICN,Asia Pacific,KR,Seoul,133,1.78
211.229.30.211,50000,443,true,ICN,Asia Pacific,KR,Seoul,120,1.77
14.36.202.242,50000,443,true,ICN,Asia Pacific,KR,Seoul,122,1.77
112.164.177.150,50000,443,true,ICN,Asia Pacific,KR,Seoul,144,1.77
218.154.22.99,50000,443,true,ICN,Asia Pacific,KR,Seoul,125,1.77
218.158.249.156,50000,443,true,ICN,Asia Pacific,KR,Seoul,123,1.77
211.230.64.93,16057,443,true,ICN,Asia Pacific,KR,Seoul,127,1.77
175.206.157.71,50003,443,true,ICN,Asia Pacific,KR,Seoul,130,1.77
211.218.227.36,21254,443,true,ICN,Asia Pacific,KR,Seoul,144,1.77
211.107.185.50,50000,443,true,ICN,Asia Pacific,KR,Seoul,123,1.76
121.139.122.10,12220,443,true,ICN,Asia Pacific,KR,Seoul,137,1.76
121.179.37.140,50000,443,true,ICN,Asia Pacific,KR,Seoul,117,1.76
121.174.193.144,50000,443,true,ICN,Asia Pacific,KR,Seoul,120,1.76
14.47.160.140,50000,443,true,ICN,Asia Pacific,KR,Seoul,124,1.75
211.199.65.186,14524,443,true,ICN,Asia Pacific,KR,Seoul,134,1.75
218.148.147.11,50000,443,true,ICN,Asia Pacific,KR,Seoul,118,1.74
121.190.128.127,12293,443,true,ICN,Asia Pacific,KR,Seoul,142,1.74
220.88.159.56,50000,443,true,ICN,Asia Pacific,KR,Seoul,115,1.74
121.132.58.142,16099,443,true,ICN,Asia Pacific,KR,Seoul,141,1.73
183.107.52.136,12347,443,true,ICN,Asia Pacific,KR,Seoul,134,1.72
59.23.74.189,10081,443,true,ICN,Asia Pacific,KR,Seoul,137,1.72
118.39.199.49,50000,443,true,ICN,Asia Pacific,KR,Seoul,145,1.72
121.154.1.207,50000,443,true,ICN,Asia Pacific,KR,Seoul,127,1.72
121.176.49.184,28015,443,true,ICN,Asia Pacific,KR,Seoul,115,1.71
218.159.206.143,12261,443,true,ICN,Asia Pacific,KR,Seoul,128,1.71
220.116.16.129,50000,443,true,ICN,Asia Pacific,KR,Seoul,121,1.71
175.204.130.196,12506,443,true,ICN,Asia Pacific,KR,Seoul,149,1.70
220.126.97.37,18048,443,true,ICN,Asia Pacific,KR,Seoul,124,1.70
175.200.131.156,50000,443,true,ICN,Asia Pacific,KR,Seoul,121,1.70
220.78.4.3,12520,443,true,ICN,Asia Pacific,KR,Seoul,119,1.70
14.52.220.149,18062,443,true,ICN,Asia Pacific,KR,Seoul,125,1.69
121.164.79.55,50000,443,true,ICN,Asia Pacific,KR,Seoul,137,1.69
175.207.201.231,30013,443,true,ICN,Asia Pacific,KR,Seoul,136,1.69
121.187.220.167,12208,443,true,ICN,Asia Pacific,KR,Seoul,130,1.69
112.160.102.173,50000,443,true,ICN,Asia Pacific,KR,Seoul,116,1.69
61.76.246.10,12446,443,true,ICN,Asia Pacific,KR,Seoul,119,1.69
220.92.102.109,12412,443,true,ICN,Asia Pacific,KR,Seoul,139,1.68
221.151.152.135,38522,443,true,ICN,Asia Pacific,KR,Seoul,127,1.68
59.15.149.216,38222,443,true,ICN,Asia Pacific,KR,Seoul,118,1.68
121.186.84.66,50000,443,true,ICN,Asia Pacific,KR,Seoul,123,1.68
222.104.180.140,50000,443,true,ICN,Asia Pacific,KR,Seoul,128,1.67
211.184.91.188,50000,443,true,ICN,Asia Pacific,KR,Seoul,130,1.67
119.197.79.119,10250,443,true,ICN,Asia Pacific,KR,Seoul,144,1.65
220.72.70.53,10256,443,true,ICN,Asia Pacific,KR,Seoul,118,1.65
211.115.146.127,50000,443,true,ICN,Asia Pacific,KR,Seoul,143,1.63
119.201.195.135,15038,443,true,ICN,Asia Pacific,KR,Seoul,134,1.63
121.171.82.130,50000,443,true,ICN,Asia Pacific,KR,Seoul,128,1.63
112.170.249.253,50000,443,true,ICN,Asia Pacific,KR,Seoul,119,1.63
59.13.75.15,15082,443,true,ICN,Asia Pacific,KR,Seoul,136,1.63
121.145.126.10,12431,443,true,ICN,Asia Pacific,KR,Seoul,139,1.62
183.108.3.6,50000,443,true,ICN,Asia Pacific,KR,Seoul,135,1.61
112.185.79.204,18066,443,true,ICN,Asia Pacific,KR,Seoul,122,1.61
211.222.248.186,50000,443,true,ICN,Asia Pacific,KR,Seoul,118,1.61
118.41.223.185,21306,443,true,ICN,Asia Pacific,KR,Seoul,127,1.60
14.44.69.230,12425,443,true,ICN,Asia Pacific,KR,Seoul,120,1.60
218.153.215.127,50000,443,true,ICN,Asia Pacific,KR,Seoul,120,1.60
121.172.164.106,20060,443,true,ICN,Asia Pacific,KR,Seoul,126,1.59
59.29.64.121,50000,443,true,ICN,Asia Pacific,KR,Seoul,130,1.59
221.151.117.152,50000,443,true,ICN,Asia Pacific,KR,Seoul,121,1.59
221.163.173.137,50000,443,true,ICN,Asia Pacific,KR,Seoul,120,1.58
220.79.199.205,50000,443,true,ICN,Asia Pacific,KR,Seoul,125,1.58
119.202.98.107,50000,443,true,ICN,Asia Pacific,KR,Seoul,118,1.57
211.184.95.182,50014,443,true,ICN,Asia Pacific,KR,Seoul,131,1.57
59.1.22.30,40005,80,false,ICN,Asia Pacific,KR,Seoul,126,1.57
118.43.103.209,50000,443,true,ICN,Asia Pacific,KR,Seoul,132,1.57
222.118.59.133,18443,443,true,ICN,Asia Pacific,KR,Seoul,126,1.57
222.102.190.56,14825,443,true,ICN,Asia Pacific,KR,Seoul,130,1.56
220.89.23.192,18048,443,true,ICN,Asia Pacific,KR,Seoul,127,1.56
125.130.43.83,12484,443,true,ICN,Asia Pacific,KR,Seoul,120,1.56
125.140.23.103,50000,443,true,ICN,Asia Pacific,KR,Seoul,117,1.56
121.183.90.210,50000,443,true,ICN,Asia Pacific,KR,Seoul,129,1.54
125.142.160.57,12122,443,true,ICN,Asia Pacific,KR,Seoul,131,1.54
59.30.220.93,50000,443,true,ICN,Asia Pacific,KR,Seoul,139,1.54
125.136.217.19,11434,443,true,ICN,Asia Pacific,KR,Seoul,123,1.54
211.199.127.208,34500,443,true,ICN,Asia Pacific,KR,Seoul,124,1.54
119.195.242.4,50000,443,true,ICN,Asia Pacific,KR,Seoul,150,1.53
221.144.146.240,50000,443,true,ICN,Asia Pacific,KR,Seoul,135,1.52
183.105.151.175,10013,443,true,ICN,Asia Pacific,KR,Seoul,128,1.52
211.231.47.120,10243,443,true,ICN,Asia Pacific,KR,Seoul,126,1.52
222.114.124.22,18074,443,true,ICN,Asia Pacific,KR,Seoul,124,1.52
118.35.142.122,40005,80,false,ICN,Asia Pacific,KR,Seoul,119,1.51
222.120.196.136,10003,443,true,ICN,Asia Pacific,KR,Seoul,128,1.50
218.146.174.172,50000,443,true,ICN,Asia Pacific,KR,Seoul,117,1.50
221.144.200.91,10011,443,true,ICN,Asia Pacific,KR,Seoul,127,1.50
117.123.237.115,30013,443,true,ICN,Asia Pacific,KR,Seoul,125,1.49
14.39.43.121,12235,443,true,ICN,Asia Pacific,KR,Seoul,123,1.49
119.195.219.150,21282,443,true,ICN,Asia Pacific,KR,Seoul,150,1.49
220.80.11.79,34722,443,true,ICN,Asia Pacific,KR,Seoul,127,1.49
211.228.188.113,50003,443,true,ICN,Asia Pacific,KR,Seoul,122,1.48
59.8.178.67,50000,443,true,ICN,Asia Pacific,KR,Seoul,118,1.48
14.56.54.193,12230,443,true,ICN,Asia Pacific,KR,Seoul,117,1.46
121.149.42.246,12160,443,true,ICN,Asia Pacific,KR,Seoul,137,1.46
211.222.114.14,50000,443,true,ICN,Asia Pacific,KR,Seoul,126,1.46
14.43.222.76,20060,443,true,ICN,Asia Pacific,KR,Seoul,130,1.45
175.208.25.75,34422,443,true,ICN,Asia Pacific,KR,Seoul,130,1.44
211.184.141.26,50000,443,true,ICN,Asia Pacific,KR,Seoul,125,1.44
221.167.150.6,50000,443,true,ICN,Asia Pacific,KR,Seoul,125,1.43
121.162.96.66,50000,443,true,ICN,Asia Pacific,KR,Seoul,127,1.43
59.2.197.79,50000,443,true,ICN,Asia Pacific,KR,Seoul,129,1.43
121.135.81.139,50003,443,true,ICN,Asia Pacific,KR,Seoul,117,1.43
119.193.156.30,50000,443,true,ICN,Asia Pacific,KR,Seoul,139,1.42
222.113.24.84,50000,443,true,ICN,Asia Pacific,KR,Seoul,140,1.42
203.243.10.88,50000,443,true,ICN,Asia Pacific,KR,Seoul,118,1.42
59.2.90.45,50000,443,true,ICN,Asia Pacific,KR,Seoul,126,1.42
14.54.124.53,12404,443,true,ICN,Asia Pacific,KR,Seoul,126,1.41
59.21.92.32,50000,443,true,ICN,Asia Pacific,KR,Seoul,125,1.41
222.105.47.120,21082,443,true,ICN,Asia Pacific,KR,Seoul,135,1.41
121.176.15.93,50022,443,true,ICN,Asia Pacific,KR,Seoul,128,1.40
119.195.138.41,50004,443,true,ICN,Asia Pacific,KR,Seoul,150,1.40
222.112.98.168,12579,443,true,ICN,Asia Pacific,KR,Seoul,126,1.40
220.126.206.88,12281,443,true,ICN,Asia Pacific,KR,Seoul,124,1.39
119.198.123.149,50000,443,true,ICN,Asia Pacific,KR,Seoul,139,1.39
175.214.111.24,12498,443,true,ICN,Asia Pacific,KR,Seoul,129,1.38
183.104.92.31,12482,443,true,ICN,Asia Pacific,KR,Seoul,131,1.38
121.177.244.57,50000,443,true,ICN,Asia Pacific,KR,Seoul,124,1.37
218.156.71.56,50000,443,true,ICN,Asia Pacific,KR,Seoul,119,1.37
112.172.102.75,50004,443,true,ICN,Asia Pacific,KR,Seoul,124,1.37
211.199.127.208,21293,443,true,ICN,Asia Pacific,KR,Seoul,139,1.36
121.176.73.45,19091,443,true,ICN,Asia Pacific,KR,Seoul,130,1.35
125.136.212.183,50000,443,true,ICN,Asia Pacific,KR,Seoul,123,1.35
117.123.144.67,18107,443,true,ICN,Asia Pacific,KR,Seoul,140,1.34
175.202.134.144,50000,443,true,ICN,Asia Pacific,KR,Seoul,126,1.34
218.158.249.156,30029,443,true,ICN,Asia Pacific,KR,Seoul,119,1.33
211.194.207.184,40005,80,false,ICN,Asia Pacific,KR,Seoul,121,1.32
211.107.62.18,21025,443,true,ICN,Asia Pacific,KR,Seoul,124,1.30
220.117.126.46,11688,443,true,ICN,Asia Pacific,KR,Seoul,123,1.29
121.159.229.135,12088,443,true,ICN,Asia Pacific,KR,Seoul,127,1.29
220.80.11.79,12536,443,true,ICN,Asia Pacific,KR,Seoul,130,1.29
175.201.21.227,10015,443,true,ICN,Asia Pacific,KR,Seoul,237,1.29
125.133.178.233,12088,443,true,ICN,Asia Pacific,KR,Seoul,150,1.28
211.229.45.28,12169,443,true,ICN,Asia Pacific,KR,Seoul,117,1.28
211.230.142.157,50000,443,true,ICN,Asia Pacific,KR,Seoul,120,1.26
112.186.250.132,50000,443,true,ICN,Asia Pacific,KR,Seoul,117,1.25
119.201.102.246,50002,443,true,ICN,Asia Pacific,KR,Seoul,122,1.24
220.89.230.125,50000,443,true,ICN,Asia Pacific,KR,Seoul,133,1.23
220.71.110.228,50000,443,true,ICN,Asia Pacific,KR,Seoul,134,1.23
220.120.171.10,12384,443,true,ICN,Asia Pacific,KR,Seoul,123,1.23
211.230.64.93,12406,443,true,ICN,Asia Pacific,KR,Seoul,137,1.20
121.161.162.156,12365,443,true,ICN,Asia Pacific,KR,Seoul,119,1.17
210.223.114.98,50000,443,true,ICN,Asia Pacific,KR,Seoul,117,1.17
59.29.116.20,50000,443,true,ICN,Asia Pacific,KR,Seoul,126,1.17
211.224.80.102,50000,443,true,ICN,Asia Pacific,KR,Seoul,125,1.16
121.179.125.165,36122,443,true,ICN,Asia Pacific,KR,Seoul,122,1.16
175.215.55.144,33422,443,true,ICN,Asia Pacific,KR,Seoul,125,1.16
220.80.144.223,30013,443,true,ICN,Asia Pacific,KR,Seoul,136,1.14
59.6.121.213,40005,80,false,ICN,Asia Pacific,KR,Seoul,117,1.13
221.149.111.73,50000,443,true,ICN,Asia Pacific,KR,Seoul,129,1.12
14.38.98.122,50000,443,true,ICN,Asia Pacific,KR,Seoul,132,1.12
61.83.5.216,50000,443,true,ICN,Asia Pacific,KR,Seoul,127,1.11
14.48.108.191,50000,443,true,ICN,Asia Pacific,KR,Seoul,122,1.11
121.177.222.9,50000,443,true,ICN,Asia Pacific,KR,Seoul,122,1.10
119.195.138.41,50000,443,true,ICN,Asia Pacific,KR,Seoul,136,1.09
175.201.21.227,10021,443,true,ICN,Asia Pacific,KR,Seoul,122,1.08
121.180.199.21,12601,443,true,ICN,Asia Pacific,KR,Seoul,117,1.08
121.129.110.160,12329,443,true,ICN,Asia Pacific,KR,Seoul,131,1.08
183.105.224.204,12144,443,true,ICN,Asia Pacific,KR,Seoul,133,1.06
175.201.21.227,16085,443,true,ICN,Asia Pacific,KR,Seoul,145,1.05
14.32.158.138,15042,443,true,ICN,Asia Pacific,KR,Seoul,131,1.02
211.252.108.75,30019,443,true,ICN,Asia Pacific,KR,Seoul,128,1.02
112.169.242.150,50000,443,true,ICN,Asia Pacific,KR,Seoul,118,1.01
119.194.79.217,12302,443,true,ICN,Asia Pacific,KR,Seoul,159,0.98
124.80.43.124,12535,443,true,ICN,Asia Pacific,KR,Seoul,136,0.98
112.160.98.132,12538,443,true,ICN,Asia Pacific,KR,Seoul,148,0.96
211.216.168.84,50000,443,true,ICN,Asia Pacific,KR,Seoul,115,0.96
121.183.72.155,12228,443,true,ICN,Asia Pacific,KR,Seoul,122,0.94
121.128.254.108,27017,443,true,ICN,Asia Pacific,KR,Seoul,138,0.92
211.114.29.117,50000,443,true,ICN,Asia Pacific,KR,Seoul,129,0.90
220.126.82.53,12553,443,true,ICN,Asia Pacific,KR,Seoul,115,0.88
183.100.95.99,10031,443,true,ICN,Asia Pacific,KR,Seoul,130,0.88
61.73.245.35,50000,443,true,ICN,Asia Pacific,KR,Seoul,123,0.82
59.0.58.42,12188,443,true,ICN,Asia Pacific,KR,Seoul,140,0.80
210.100.138.35,17779,443,true,ICN,Asia Pacific,KR,Seoul,141,0.77
183.106.185.231,12517,443,true,ICN,Asia Pacific,KR,Seoul,121,0.73
119.204.136.44,18042,443,true,ICN,Asia Pacific,KR,Seoul,164,0.72
175.204.136.250,50000,443,true,ICN,Asia Pacific,KR,Seoul,135,0.70
175.201.21.227,12471,443,true,ICN,Asia Pacific,KR,Seoul,146,0.67
221.153.174.159,50000,443,true,ICN,Asia Pacific,KR,Seoul,140,0.66
15.165.121.25,443,443,true,ICN,Asia Pacific,KR,Seoul,73,0.65
121.182.150.197,10810,443,true,ICN,Asia Pacific,KR,Seoul,127,0.64
121.190.30.125,40005,80,false,ICN,Asia Pacific,KR,Seoul,131,0.52
140.238.29.212,16666,443,true,ICN,Asia Pacific,KR,Seoul,73,0.41
59.26.204.175,10080,443,true,ICN,Asia Pacific,KR,Seoul,133,0.35
59.26.204.175,16104,443,true,ICN,Asia Pacific,KR,Seoul,134,0.35
152.70.254.126,443,443,true,ICN,Asia Pacific,KR,Seoul,68,0.18
101.33.76.110,12580,443,true,ICN,Asia Pacific,KR,Seoul,113,0.08
152.70.89.135,587,443,true,ICN,Asia Pacific,KR,Seoul,71,0.01
175.210.244.76,20325,443,true,ICN,Asia Pacific,KR,Seoul,121,0.00
221.156.180.102,12288,443,true,ICN,Asia Pacific,KR,Seoul,133,0.00
121.174.189.131,50000,443,true,ICN,Asia Pacific,KR,Seoul,122,0.00
183.102.18.225,50000,443,true,ICN,Asia Pacific,KR,Seoul,116,0.00
210.204.242.51,50000,443,true,ICN,Asia Pacific,KR,Seoul,120,0.00
221.153.26.138,50000,443,true,ICN,Asia Pacific,KR,Seoul,124,0.00
221.154.20.23,50004,443,true,ICN,Asia Pacific,KR,Seoul,115,0.00
183.106.23.185,50000,443,true,ICN,Asia Pacific,KR,Seoul,115,0.00
121.159.163.18,40005,80,false,ICN,Asia Pacific,KR,Seoul,126,0.00
121.167.146.253,12902,443,true,ICN,Asia Pacific,KR,Seoul,111,0.00
222.112.148.14,12576,443,true,ICN,Asia Pacific,KR,Seoul,135,0.00
220.79.216.115,50000,443,true,ICN,Asia Pacific,KR,Seoul,122,0.00
221.161.118.96,12145,443,true,ICN,Asia Pacific,KR,Seoul,116,0.00
222.109.133.112,50000,443,true,ICN,Asia Pacific,KR,Seoul,116,0.00
14.38.164.139,40005,80,false,ICN,Asia Pacific,KR,Seoul,122,0.00
112.166.172.94,14344,443,true,ICN,Asia Pacific,KR,Seoul,138,0.00
121.132.124.22,12309,443,true,ICN,Asia Pacific,KR,Seoul,125,0.00
220.124.146.242,50000,443,true,ICN,Asia Pacific,KR,Seoul,120,0.00
218.145.110.26,12192,443,true,ICN,Asia Pacific,KR,Seoul,128,0.00
168.126.205.5,50000,443,true,ICN,Asia Pacific,KR,Seoul,121,0.00
175.201.84.61,16077,443,true,ICN,Asia Pacific,KR,Seoul,125,0.00
211.114.112.103,36722,443,true,ICN,Asia Pacific,KR,Seoul,122,0.00
121.130.24.109,40005,80,false,ICN,Asia Pacific,KR,Seoul,124,0.00
221.148.237.239,13333,443,true,ICN,Asia Pacific,KR,Seoul,135,0.00
112.167.21.235,50000,443,true,ICN,Asia Pacific,KR,Seoul,124,0.00
222.113.18.218,12127,443,true,ICN,Asia Pacific,KR,Seoul,131,0.00
211.230.247.172,50000,443,true,ICN,Asia Pacific,KR,Seoul,125,0.00
138.2.122.191,443,443,true,ICN,Asia Pacific,KR,Seoul,113,0.00
221.161.49.9,50003,443,true,ICN,Asia Pacific,KR,Seoul,113,0.00
211.193.231.86,12289,443,true,ICN,Asia Pacific,KR,Seoul,115,0.00
112.187.164.131,12150,443,true,ICN,Asia Pacific,KR,Seoul,128,0.00
218.145.234.206,12478,443,true,ICN,Asia Pacific,KR,Seoul,125,0.00
119.201.208.157,12167,443,true,ICN,Asia Pacific,KR,Seoul,120,0.00
59.12.64.243,12179,443,true,ICN,Asia Pacific,KR,Seoul,127,0.00
220.118.248.123,12408,443,true,ICN,Asia Pacific,KR,Seoul,130,0.00
119.195.29.31,12485,443,true,ICN,Asia Pacific,KR,Seoul,144,0.00
210.99.204.14,12351,443,true,ICN,Asia Pacific,KR,Seoul,130,0.00
138.2.36.157,8443,443,true,KIX,Asia Pacific,JP,Osaka,92,14.01
64.110.101.31,8443,443,true,KIX,Asia Pacific,JP,Osaka,92,4.71
168.138.46.67,443,443,true,KIX,Asia Pacific,JP,Osaka,189,4.34
217.142.243.226,443,443,true,KIX,Asia Pacific,JP,Osaka,98,3.64
64.110.104.30,443,443,true,KIX,Asia Pacific,JP,Osaka,92,3.09
154.17.3.66,28909,443,true,KIX,Asia Pacific,JP,Osaka,178,3.06
117.123.237.115,10030,443,true,NRT,Asia Pacific,JP,Tokyo,178,0.00
140.238.60.225,443,443,true,NRT,Asia Pacific,JP,Tokyo,198,15.15
47.79.33.117,11101,443,true,NRT,Asia Pacific,JP,Tokyo,86,8.09
103.76.128.117,18888,443,true,NRT,Asia Pacific,JP,Tokyo,82,5.39
3.113.64.82,443,443,true,NRT,Asia Pacific,JP,Tokyo,81,4.97
141.147.185.196,587,443,true,NRT,Asia Pacific,JP,Tokyo,188,4.73
109.107.137.56,37316,443,true,NRT,Asia Pacific,JP,Tokyo,77,4.65
123.108.70.29,443,443,true,NRT,Asia Pacific,JP,Tokyo,178,4.03
152.70.101.24,16004,443,true,NRT,Asia Pacific,JP,Tokyo,85,3.96
152.70.101.24,16831,443,true,NRT,Asia Pacific,JP,Tokyo,89,3.89
60.205.0.210,80,80,false,NRT,Asia Pacific,JP,Tokyo,57,3.37
140.238.62.82,1443,443,true,NRT,Asia Pacific,JP,Tokyo,186,3.18
47.105.108.185,80,80,false,NRT,Asia Pacific,JP,Tokyo,59,2.84
52.155.122.3,443,443,true,NRT,Asia Pacific,JP,Tokyo,107,2.72
